"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"787700";"HOSPITAL NAVAL DE BRASILIA";"0";"7877000500006202000002";"APARELHO ULTRASSONOGRAFIA";"APARELHO ULTRASSONOGRAFIA, FREQUÊNCIA EMISSÃO 1 E 3 MHZ, VOLTAGEM 110/ 220 V, APLICAÇÃO FISIOTERAPIA, CARACTERÍSTICAS ADICIONAIS MODO CONTÍNUO E PULSADO, COMPONENTES TEMPORIZADOR AJUSTÁVEL, SENSOR TÉRMICO, OUTROS COMPONENTES CABO FORÇA, 2 TRANSDUTORES, FUSÍVEIS EXTRAS";"1635";"6,29"
"52131";"Comando da Marinha";"787700";"HOSPITAL NAVAL DE BRASILIA";"0";"7877000500006202000001";"ESTEIRA ELÉTRICA";"ESTEIRA ELÉTRICA, ESTEIRA ROLANTE ELETRICA";"1520";"11,58"
"26405";"Instituto Federal do Ceará";"158317";"CAMPUS SOBRAL/IFCE";"0";"0";"Inválido";"Inválido";"48";"66,80"
"26405";"Instituto Federal do Ceará";"158317";"CAMPUS SOBRAL/IFCE";"0";"0";"Inválido";"Inválido";"48";"7,50"
"30802";"Departamento de Polícia Rodoviária Federal";"200111";"SUPERINTENDENCIA DA PRF NO PARA";"2020";"2001110500001202000015";"ACESSO A INTERNET VIA CABO";"ACESSO A INTERNET LINK BANDA LARGA NA VELOCIDADE DE 50 MBPS, JÁ INCLUÍDO O VAL OR DA INSTALAÇÃO. LOCAL : PRÉDIO PRF/DNIT BR 316, KM 0 S/N, BAIRRO: CASTANHEIR A CEP 66645-000";"1";"513,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4";"600,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"600";"120,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"18";"690,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"750";"9,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"9000";"0,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"15";"379,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"3";"950,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4000";"9,20"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"9";"990,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"950";"4,50"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4000";"6,50"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"9000";"0,60"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"900";"0,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"128";"25,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"160";"8,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"5000";"9,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"12000";"1,50"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"128";"8,29"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"33";"400,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"14";"69,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"600";"29,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"2000";"12,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4";"700,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"460";"11,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"512";"4,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"15";"1190,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"14";"60,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"3000";"11,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"15";"749,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4000";"3,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"600";"31,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"8";"399,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"18";"200,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"4000";"9,90"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"128";"40,00"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"10000";"7,50"
"52221";"Indústria de Material Bélico do Brasil";"168008";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"2020";"0";"Inválido";"Inválido";"51";"799,00"
