"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52221";"Indústria de Material Bélico do Brasil";"168006";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"11900";"1680060500011202100006";"AFIADORA BURIL FRESA";"AFIADORA BURIL FRESA, POTÊNCIA 1/3 CV, ROTAÇÃO REBOLO 4.500 RPM, DIÂMETRO MÁXIMO PINÇA 16 MM, ESCALA ÂNGULO PERFIL 0 A 90 GRA, ESCALA ÂNGULO CORTE 0 A 45 GRA, COMPRIMENTO 540 MM, LARGURA 340 MM, ALTURA 360 MM, PESO 58 KG";"1";"9650,00"
"52121";"Comando do Exército";"160077";"COLEGIO MILITAR DE CURITIBA";"12013";"1600770700001201300001";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO";"SERVIÇO DE FORNECIMENTO DE ÁGUA E CAPTAÇÃO DE ESGOTO SANITÁRIO";"12";"16000,00"
"52131";"Comando da Marinha";"784311";"CAPITANIA FLUVIAL DE SANTAREM";"12018";"7843110500001201800001";"FORNECIMENTO DE REFEICOES / LANCHES / SALGADOS / DOCES";"O KIT DEVERÁ CONTER UM SALGADO GRANDE (COXINHA, PIZZA , BROTINHO, RISOLE, CACH ORRO QUENTE), MISTO QUENTE (COM 30 GRAMAS DE QUEIJO E 30 GRAMAS DE PRESUNTO, N O MÍNIMO) UM COPO DE 300 ML DE SUCO OU UMA LATA DE REFRIGERANTE DE BOA QUALIDA DE. O SALGADO OU SANDUÍCHE DEVERÁ CONTER EMBALAGEM INDIVIDUAL, HIGIÊNICA, ENVO LVIDO COM FORRO PLÁSTICO FILME PVC; BOM ASPECTO VISUAL E CONSUMO; O KIT DEVERÁ  CONTER AINDA, NO MÍNIMO, DOIS GUARDANAPOS DE PAPEL, MEDINDO 20X20 CM . O LANC HE DEVERÁ SER ACONDICIONADO EM EMBALAGEM QUE UTILIZE, PREFERENCIALMENTE, MATER IAL RECICLÁVEL, EM ATENDIMENTO AO DISPOSTO NO ART. 5º, DA IN SLITI Nº 1/2010.";"1";"1062,06"
"52131";"Comando da Marinha";"785342";"DELEGACIA DA CP EM SAO FRANCISCO DO SUL";"12018";"0";"Inválido";"Inválido";"1";"1,00"
"52131";"Comando da Marinha";"784311";"CAPITANIA FLUVIAL DE SANTAREM";"12019";"0";"Inválido";"Inválido";"12000";"1,00"
"52131";"Comando da Marinha";"791010";"CENTRO DE INTENDEN. DA MARINHA EM NITEROI";"12020";"0";"Inválido";"Inválido";"1";"2156163,49"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193113";"IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT";"12021";"0";"Inválido";"Inválido";"1";"6750,00"
"22204";"Departamento Nacional de Obras Contra as Seca";"193003";"DNOCS CEST/CE - FORTALEZA-CE";"12021";"1930030500006202000001";"PISCICULTURA";"ENCARREGADO DE PISCICULTURA-01; AUXILIAR DE PISCICULTURA - 05; TÉCNICO EM PISC ICULTURA - 01; ASSISTENTE ADMINISTRATIVO - 02; AUXILIAR DE SERVIÇOS GERAIS - 1 5, TOTALIZANDO 24 POSTOS PARAS AS 03 (TRÊS) ESTACÕES DE PISCICULTURAS, CONFORM E TERMO DE REFERÊNCIA, ANEXO I DO EDITAL.";"1";"100997328,00"
"52121";"Comando do Exército";"160004";"59  BATALHAO DE INFANTARIA MOTORIZADO";"12021";"1600040500010202100001";"ALUGUEL DE IMPRESSORA / MULTIFUNCIONAL / PLOTTER / SCANNER";"LOCAÇÃO DE 08 (OITO)  IMPRESSORAS MULTIFUNCIONAIS COM FUNÇÃO DE COPIADORA, IMP RESSORA LASER E SCANNER, POR MEIO DE FRANQUIA MENSAL DE 60.000 CÓPIAS ( SENDO QUE A QUANTIDADE DE CÓPIAS DA FRANQUIA QUE NÃO FOI UTILIZADA NO MÊS SERÁ ACUMU LADA PARA O MÊS SEGUINTE), INCLUINDO COBERTURA DE ASSISTÊNCIA TÉCNICA, REPOSIÇ ÃO DE TONERS, MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE TODAS AS PEÇAS, PARTES, REVELADOR, COMPONENTES CORRETIVOS, INSUMOS, E TODO MATERIAL NEC ESSÁRIO AO REGULAR O FUNCIONAMENTO, EXCETO PAPÉIS.";"12";"2167,84"
"26434";"Instituto Federal Fluminense";"158386";"INST.FED. FLUMINENSE/CAMPUS GUARUS";"12021";"0";"Inválido";"Inválido";"1667";"12,80"
"26434";"Instituto Federal Fluminense";"158386";"INST.FED. FLUMINENSE/CAMPUS GUARUS";"12021";"0";"Inválido";"Inválido";"6667";"5,50"
"26434";"Instituto Federal Fluminense";"158386";"INST.FED. FLUMINENSE/CAMPUS GUARUS";"12021";"0";"Inválido";"Inválido";"3333";"7,49"
"36212";"Agência Nacional de Vigilância Sanitária";"253002";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"12021";"2530020700001202100001";"EMBALAGEM / ETIQUETAGEM / POSTAGEM - ENCOMENDA";"SERVIÇOS POSTAIS EXCLUSIVOS: CARTA REGISTRADA; CARTA REGISTRADA COM AVISO DE R ECEBIMENTO (AR); E-CARTA REGISTRADO; E-CARTA REGISTRADO COM AVISO DE RECEBIMEN TO (AR); TELEGRAMA DE BALCÃO; TELEGRAMA FONADO; TELEGRAMA POR MEIO DA INTERNET ; SERVIÇOS ADICIONAIS";"1";"100976,81"
"26245";"Universidade Federal do Rio de Janeiro";"153149";"INSTITUTO DE PSIQUIATRIA DA UFRJ";"12021";"1531490500001202100001";"ACETAZOLAMIDA";"ACETAZOLAMIDA, DOSAGEM 250 MG";"1";"4494457,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100018";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DO CONJUNTO DE EXCITATRIZ (ESTATOR E ROTOR) COM PEÇA E MÃO DE OBRA ESPECIALIZADA PARA REMOÇÃO E INSTALAÇÃO";"1";"5500,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100030";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DO MOTOR DE PARTIDA COM FORNECIMENTO E SUBSTITUIÇÃO DAS  PEÇAS, COM  MÃO DE OBRA ESPECIALIZADA PARA REMOÇÃO E INSTALAÇÃO.";"1";"990,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100027";"MANUTENCAO GERADOR ELETRICO";"SERVIÇOS DE RECUPERAÇÃO PARCIAL DO MOTOR CONSTANDO DE: RETIFICA DA ÁRVORE DE M ANIVELA COM FORNECIMENTO E MONTAGEM DO JOGO  DE BRONZINAS DE MANCAL E BIELA; A LINHAMENTO DO BLOCO; FORNECIMENTO E MONTAGEM DA BOMBA DE ÓLEO LUBRIFICANTE, CA MISAS, PISTÕES, PINO DO PISTÃO, ANÉIS DE SEGMENTO E BIELAS (KITS DE FORÇA), CO MANDO DE VÁLVULAS, FILTRO DE ÓLEO LUBRIFICANTE E JOGO DE JUNTAS  COMPLETAS DO MOTOR.";"1";"19000,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100023";"MANUTENCAO GERADOR ELETRICO";"SERVIÇOS DE REVISÃO DO SISTEMA ELÉTRICO COM SUBSTITUIÇÃO DO DISJUNTOR PRINCIPA L DE PROTEÇÃO, INCLUSO PEÇAS E  MÃO DE OBRA PARA REMOÇÃO E  INSTALAÇÃO.";"1";"9999,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100025";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE ADEQUAÇÃO DO ATERRAMENTO (DIMINUIR A VARIAÇÃO DE TENSÃO DE UMA REDE  ELÉTRICA, ELIMINAR AS FUGAS DE ENERGIA), COM FORNECIMENTO DE MATERIAL E MÃO D E OBRA ESPECIALIZADA PARA ADEQUAÇÃO E INSTALAÇÃO.";"1";"5000,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100019";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DO ESTATOR PRINCIPAL COM PEÇA E MÃO DE OBRA ESPECIALIZA DA PARA REMOÇÃO E INSTALAÇÃO.";"1";"9000,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100007";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DO RADIADOR, INCLUSO MÃO DE OBRA ESPECIALIZADA PARA REM OÇÃO E INSTALAÇÃO, VERIFICAR O ESTADO DAS MANGUEIRAS E TERMOSTATO DO SISTEMA D E ARREFECIMENTO TROCAR SE FOR NECESSÁRIO E TAMBÉM FAZER O RECOMPLETAMENTO OU S UBSTITUIÇÃO DO LÍQUIDO REFRIGERANTE, RECOMENDADO PELO FABRICANTE.";"1";"2497,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100029";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DA BOMBA INJETORA E BICO INJETOR EM LABORATÓRIO COM SUB STITUIÇÃO DAS PEÇAS NECESSÁRIAS E MÃO DE OBRA  ESPECIALIZADA PARA REMOÇÃO E IN STALAÇÃO COM FORNECIMENTO E INSTALAÇÃO DO FILTRO DE ÓLEO COMBUSTÍVEL.";"1";"11900,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100036";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE SUBSTITUIÇÃO DAS CORREIAS E TROCA DO ESTICADOR, INCLUSO PEÇA E MÃO E OBRA ESPECIALIZADA.";"1";"1300,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100021";"MANUTENCAO GERADOR ELETRICO";"SER VIÇOS DE REVISÃO DO SISTEMA ELÉTRICO COM SUBSTITUIÇÃO DAS CONTATORAS AUXIL IARES, INCLUSO PEÇA E  MÃO DE OBRA PARA REMOÇÃO E  INSTALAÇÃO.";"1";"2100,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100041";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE SUBSTITUIÇÃO DO SISTEMA DE PRÉ-AQUECIMENTO COM SUBSTITUIÇÃO DOS COM PONENTES NECESSÁRIOS, INCLUSO PEÇA E MÃO DE OBRA PARA REMOÇÃO E INSTALAÇÃO.";"1";"3499,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100037";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE SUBSTITUIÇÃO DO MÓDULO CONTROLADOR COMPATÍVEL COM FORNECIMENTO DE P EÇA E MÃO DE OBRA PARA REMOÇÃO, INSTALAÇÃO E DEMAIS SERVIÇOS DE AUTOMAÇÃO.";"1";"7800,00"
"52121";"Comando do Exército";"160019";"HOSPITAL DE GUARNICAO DE TABATINGA";"12022";"1600190500017202100032";"MANUTENCAO GERADOR ELETRICO";"SERVIÇO DE RECUPERAÇÃO DO ALTERNADOR DC/24 COM FORNECIMENTO E SUBSTITUIÇÃO DAS  PEÇAS, COM  MÃO DE OBRA ESPECIALIZADA PARA REMOÇÃO E INSTALAÇÃO.";"1";"1480,00"
