"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"152021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012021";"10/11/2021";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"152021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022021";"17/12/2021";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"152021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032022";"29/04/2022";"Objetivo: SUPRESSÃO DE SERVIÇOS"
"152021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000042022";"29/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E SUPRESSÃO DE SERVIÇOS"
"162021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"03/03/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"162021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"29/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"102021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"30/11/2021";"Objetivo: O PRESENTE TERMO TEM POR OBJETO PRORROGAR A VIGÊNCIA DO CONTRATO Nº 10/2021 DE AUXILIAR DE ESCRITÓRIO PARA AS UNIDADES DA AGU PSF FRANCA, PSF JUNDIAÍ E PSF MARÍLIA POR MAIS 12 (DOZE) MESES, RESSALVADA A REPACTUAÇÃO 2021."
"112021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"19/04/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 11/2021, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 24/04/2022 A 23/04/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"92021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"30/11/2021";"Objetivo: O PRESENTE TERMO TEM POR OBJETO PRORROGAR A VIGÊNCIA DO CONTRATO Nº 09/2021 DE AUXILIAR DE ESCRITÓRIO PARA AS UNIDADES DA AGU PSF FRANCA, PSF E PSU MARÍLIA POR MAIS 12 (DOZE) MESES, RESSALVADA A REPACTUAÇÃO 2021."
"12021";"20000";"Presidência da República";"60000";"Gabinete da Vice-Presidência da República";"110101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"000012022";"25/04/2022";"Objetivo: PRORROGAÇÃO CONTRATUAL PELO PERÍODO DE 12 (DOZE) MESES, CONTADOS DE 23 DE ABRIL DE 2022 A 23 DE ABRIL DE 2023."
