"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"32022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"11/10/2022";"Objetivo: ACRÉSCIMO DE QUANTITATIVO"
"132021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012022";"07/07/2022";"Objetivo: ACRESCIMO DE QUANTITATIVOS DOS ITENS  24 E 95, NO VALOR DE R$ 8.522,89  E PRORROGAÇAÕ DE PRAZO DE EXECUÇÃO ATÉ 14/07/2022."
"142021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012022";"20/06/2022";"Objetivo: ACRÉSCIMO DE QUANTITATIVOS DOS SUBITENS 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 41, 45, 50, 51, 55, 56, E 57  DO ITEM 11 DO TC 014/2021 E ACRÉSCIMO DE 70 (SETENTA) DIAS NOS PRAZOS DE EXECUÇÃO E VIGÊNCIA CONTRATUAL, PASSANDO O PRAZO DE EXECUÇÃO DE 10/01/2022 À 18/07/2022, E O PRAZO DE VIGÊNCIA DE 30/12/2021 A 08/12/2022, CONFORME ART. 65, INCISO I, ALÍNEA B, DA LEI N° 8.666/1993 ATUALIZADA."
"142021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000022022";"23/08/2022";"Objetivo: ADITIVO DE ACRESCIMO  NO VALOR DE R$ 29.984,33. PRORROGACAO: NOVA VIGENCIA DE EXECUCAO 10/01/2022 A 19/10/2022. NOVA VIGENCIA CONTRATUAL 30/12/2021 ATE 01/02/2022."
"102022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"04/11/2022";"Objetivo: 1.1.O OBJETO DO PRESENTE INSTRUMENTO É: 1.1.1.PRORROGAR  O  PRAZO  DA  VIGÊNCIA  DO  CONTRATO  Nº  10/2022,  POR  3  (TRÊS)  MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/11/2022 A 03/02/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"82022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"04/10/2022";"Objetivo: 1.1. O OBJETO DO PRESENTE INSTRUMENTO É: 1.1.1. PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 08/2022, REFERENTE AOS SERVIÇOS DE AUXILIAR DE ESCRITÓRIO PARA PSF JUNDIAÍ POR 6 (SEIS) MESES OU ATÉ QUE SE ENCERRE A LICITAÇÃO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 02/10/2022 A 01/04/2023, NOS TERMOS DO ART. 57, II, DA LEI Nº 8.666, DE 1993."
"12022";"20000";"Presidência da República";"60000";"Gabinete da Vice-Presidência da República";"110101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"000012022";"10/05/2022";"Objetivo: REPACTUAÇÃO DO CUSTO MENSAL DECORRENTE DE REMUNERAÇÃO E INSUMOS ELEVADOS POR DELIBERAÇÃO DA CONVENÇÃO COLETIVA DO TRABALHO 2021 E 2022, COM DATA BASE A PARTIR  1° DE JANEIRO DE 2021 E DE 2022, EM CONFORMIDADE COM A CLÁUSULA SEXTA DO CONTRATO"
"12022";"20000";"Presidência da República";"60000";"Gabinete da Vice-Presidência da República";"110101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"000022022";"20/07/2022";"Objetivo: ACRESCER AO CONTRATO ORIGINAL, 1 (UM) POSTO DE ASSISTENTE ADMINISTRATIVO, PERFAZENDO O VALOR DE R$ 136.489,54 (CENTO E TRINTA E SEIS MIL QUATROCENTOS E OITENTA E NOVE REAIS E CINQUENTA E QUATRO CENTAVOS), PARA OS 22 (VINTE E DOIS) MESES RESTANTES DE CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993."
"162021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000012022";"09/09/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 016/2021, POR 08 (OITO) MESES, NOS TERMOS DO ART. 57, INCISO II, DA LEI Nº 8.666, DE 1993, BEM COMO A SUA EXECUÇÃO, CONFORME CRONOGRAMA FÍSICO-FINANCEIRO E ALTERAR A RAZÃO SOCIAL DA CONTRATADA, NOS TERMOS DO ART. 65, DA LEI 8666/93, EM FACE DA TRANSFORMAÇÃO DO NOME EMPRESARIAL DA CONTRATADA UNICOL CONSTRUTORA E SERVIÇOS EIRELLI PARA UNICOL CONSTRUTORA E SERVIÇOS LTDA"
"12022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"21/06/2022";"Objetivo: ACRESCER, A PARTIR 20/06/2022, 17 (DEZESSETE) POSTOS DE SERVIÇOS DE ASSISTENTE ADMINISTRATIVO PARA A UNIDADE DA ADVOCACIA-GERAL DA UNIÃO (AGU) - BRASÍLIA/DF, CORRESPONDENDO A UM AUMENTO DE 13,38% (TREZE INTEIROS E TRINTA E OITO CENTESÍMOS POR CENTO) DO VALOR INICIAL ATUALIZADO DO CONTRATO"
