"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"132021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"20/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E O REEQUILÍBRIO ECONÔMICO-FINANCEIRO"
"142021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"05/05/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E SUPRESSÃO DE SERVIÇOS"
"172021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"06/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA."
"62021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012022";"25/05/2022";"Objetivo: PRORROGAR POR 12 (DOZE) MESES O PRAZO DA VIGÊNCIA CONTRATUAL."
"22021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012022";"07/04/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO ORIGINAL POR MAIS 12 (DOZE) MESES"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012014";"21/05/2021";"Objetivo: PRORROGA VIGÊNCIA POR MAIS 12 MESES"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000022015";"06/07/2021";"Objetivo: PRORROGA VIGÊNCIA"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000032016";"24/05/2021";"Objetivo: PRORROGA VIGÊNCIA"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000042017";"24/05/2021";"Objetivo: PRORROGA VIGÊNCIA"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000052017";"29/11/2021";"Objetivo: RATIFICAR O DISPOSTO NA CLÁUSULA PRIMEIRA DO QUARTO TERMO ADITIVO AO CONTRATO N° 022/2013-AGU, TENDO EM VISTA O DESBLOQUEIO DOS RECURSOS ORÇAMENTÁRIOS DA ADVOCACIA GERAL DA UNIÃO, POR MEIO DA PORTARIAN° 314/MPDG DE 02 DE OUTUBRO DE 2017, PERMANECENDO O CONTRATO VIGENTE ATÉ 19 DE MAIO DE 2018"
"222013";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000062018";"21/06/2021";"Objetivo: PRORROGA VIGÊNCIA POR 6 MESES"
"262021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"25/04/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº 026/2021-AGU, POR MAIS 12 (DOZE) MESES, TENDO POR TERMO INICIAL O DIA 18 DE MAIO DE 2022 E POR TERMO FINAL O DIA 17 DE MAIO DE 2023, NOS TERMOS DO INCISO II, DO ARTIGO 57, DA LEI Nº 8.666/1993."
"122021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000012022";"07/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA  POR 12 (DOZE) MESES, A CONTAR DE 07/05/2022 A 06/05/2023, E EXCLUSÃO DOS CUSTOS NÃO RENOVÁVEIS, PAGOS OU AMORTIZADOS NO 1º ANO DA CONTRATAÇÃO, PASSANDO O VALOR DA CONTRAPRESTAÇÃO MENSAL DOS SERVIÇOS DOS ATUAIS R$ 16.873,32 (DEZESSEIS MIL OITOCENTOS E SETENTA E TRÊS REAIS E TRINTA E DOIS CENTAVOS), PARA A QUANTIA DE R$ 15.574,32 (QUINZE MIL QUINHENTOS E SETENTA E QUATRO REAIS E TRINTA E DOIS CENTAVOS), PERFAZENDO UM VALOR GLOBAL DE R$ 186.891,84 (CENTO E OITENTA E SEIS"
