"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"786810";"CENTRO DE INTENDENCIA DA MARINHA EM LADARIO";"12001";"0";"Inválido";"Inválido";"1";"21120,00"
"36000";"Ministério da Saúde - Unidades com vínculo di";"250017";"SUPERINTENDENCIA ESTADUAL DO MS/CE";"12008";"2500170700010200700001";"FORNECIMENTO DE AGUA CANALIZADA";"CONTRATAÇÃO DE FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO PARA ATENDER AS NECESSI DADES DO NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE, NO CEARÁ.";"1";"11000,00"
"52121";"Comando do Exército";"160086";"GABINETE DO COMANDANTE DO EXERCITO";"12017";"1600860600001201700001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA PARA SEÇÃO DE SEGURANÇA E APOIO/RJ - GAB CMT EX.";"1";"8000,00"
"52111";"Comando da Aeronáutica";"120025";"ESCOLA PREPARATORIA DE CADETES DO AR";"12018";"0";"Inválido";"Inválido";"1";"39396,96"
"25000";"Ministério da Economia - Unidades com vínculo";"170147";"DELEGACIA DA RFB EM SANTO ANDRE";"12018";"0";"Inválido";"Inválido";"3861";"0,65"
"25000";"Ministério da Economia - Unidades com vínculo";"170147";"DELEGACIA DA RFB EM SANTO ANDRE";"12018";"1701470500001201800001";"PRESTACAO DE SERVICOS DE MOTORISTA";"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS CONTIN UADOS, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, DE MOTORISTA DE VEÍCULOS INTEGR ANTES DA FROTA DA DELEGACIA DA RECEITA FEDERAL DO BRASIL EM SANTO ANDRÉ, CONFO RME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO AO EDITAL.";"1500";"0,73"
"26414";"Instituto Federal do Mato Grosso";"158497";"INST.FED.MATO GROSSO/CAMPUS BARRA DO GARCAS";"12018";"1584970300001201700001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CONCESSÃO ONEROSA DE USO DO ESPAÇO FÍSICO DESTINADO À IMPLANTAÇÃO E EXPLORAÇÃO  COMERCIAL DA LANCHONETE NO CAMPUS BARRA DO GARÇAS DO INSTITUTO FEDERAL DE EDU CAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO   IFMT.";"1";"1352,00"
"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"12018";"0";"Inválido";"Inválido";"1";"0,00"
"52111";"Comando da Aeronáutica";"120025";"ESCOLA PREPARATORIA DE CADETES DO AR";"12019";"0";"Inválido";"Inválido";"1";"70949,16"
"52121";"Comando do Exército";"160016";"COMANDO DO COMANDO MILITAR DA AMAZONIA";"12019";"1600160700004201800001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CESSÃO DE USO DE BEM IMÓVEL A TÍTULO ONEROSO PARA ATIVIDADE DE APOIO DE UM POS TO DE ATENDIMENTO.";"1";"26707,68"
"52131";"Comando da Marinha";"784810";"CENTRO DE INTENDENCIA DA MARINHA EM BELEM";"12020";"7848100500062201900002";"SERVICO DE LINK VIA CABO";"INSTALAÇÃO DE SERVIÇO DE INTERNET DEDICADA DE 50 MBPS.";"1";"0,00"
"52131";"Comando da Marinha";"784810";"CENTRO DE INTENDENCIA DA MARINHA EM BELEM";"12020";"7848100500062201900001";"SERVICO DE LINK VIA CABO";"SERVIÇO DE INTERNET DEDICADA DE 50 MBPS.";"12";"2888,25"
"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"12020";"0";"Inválido";"Inválido";"60";"1078,33"
"52131";"Comando da Marinha";"783601";"ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA";"12020";"7836010500011201900002";"FORNECIMENTO / TRANSPORTE DE AGUA - CARRO PIPA";"FORNECIMENTO E TRANSPORTE DE ÁGUA DESMINERALIZADA PARA NAVIOS DE SUPERFÍCIE.";"100";"3028,16"
"52131";"Comando da Marinha";"783601";"ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA";"12020";"7836010500011201900007";"FORNECIMENTO / TRANSPORTE DE AGUA - CARRO PIPA";"FORNECIMENTO E TRANSPORTE DE ÁGUA DESMINERALIZADA PARA SUBMARINOS.";"20";"5122,42"
"52131";"Comando da Marinha";"783601";"ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA";"12020";"7836010500011201900001";"FORNECIMENTO / TRANSPORTE DE AGUA - CARRO PIPA";"FORNECIMENTO E TRANSPORTE DE ÁGUA POTÁVEL PARA NAVIOS DE SUPERFÍCIE E SUBMARIN OS.";"3100";"77,89"
"52121";"Comando do Exército";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"12020";"1601210700114201900001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO COMPLEMENTAR DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR AOS BENEFI CIÁRIOS DO SAMMED/FUSEX/PASS, REFERENTE AO EDITAL DE CREDENCIAMENTO Nº 1/2020.";"1";"3182199,23"
