"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"26454";"UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"156677";"UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"2022";"1566770700009202200001";"MANUTENCAO DE SOFTWARE (CORRETIVA, PREVENTIVA, ADAPTATIVA)";"SERVIÇO DE OPERACIONALIZAÇÃO, MANUTENÇÃO E SUPORTE TÉCNICO PARA O SISTEMA GERE NCIADOR DE BIBLIOTECAS PERGAMUM.";"1";"11160,00"
"52121";"Comando do Exército";"160298";"COMANDO DA 1 REGIAO MILITAR";"12012";"0";"Inválido";"Inválido";"1";"3931,07"
"52131";"Comando da Marinha";"791902";"CENTRO DE APOIO A SISTEMAS OPERATIVOS";"12019";"0";"Inválido";"Inválido";"6000";"0,14"
"52131";"Comando da Marinha";"791902";"CENTRO DE APOIO A SISTEMAS OPERATIVOS";"12019";"0";"Inválido";"Inválido";"2000";"0,85"
"52121";"Comando do Exército";"160312";"ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA";"12020";"1603120500002202000001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA, MEDINDO 51,38 M² (CINQUENTA E UM  METROS QUADRADOS E TRINTA E OITO CENTÍMETROS QUADRADOS), LOCALIZADA NA AVENID A GENERAL BENEDITO DA SILVEIRA, NR 701, VILA MILITAR, RIO DE JANEIRO - RJ, JUR ISDICIONADO AO EXÉRCITO BRASILEIRO, PARA FUNCIONAMENTO DE UMA CANTINA.";"12";"2822,96"
"52121";"Comando do Exército";"160130";"36º BATALHAO DE INFANTARIA MECANIZADO";"12021";"1601300700005202100001";"CONSULTA MEDICA - CLINICA GERAL";"CONSULTA MÉDICA - CLÍNICA GERAL";"1";"300000,00"
"52121";"Comando do Exército";"160403";"6 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604030700001202200001";"PUBLICAÇÃO PERIÓDICA";"PUBLICAÇÃO PERIÓDICA, TIPO REVISTA, PERIODICIDADE QUINZENAL";"1";"200000,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200026";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"INSTALAÇÃO DE PORTA SECCIONAL 2.000 X 2.200 MM";"2";"12025,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200025";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"INSTALAÇÃO DE PORTA DE CORRER MANUAL PARA CONGELADOS, DIMENSÃO 2.000 X 2.700 X  120 MM E CONJUNTO DE  FLEXTIRAS";"2";"7238,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200035";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"SUBSTITUIÇÃO DE GÁS REFRIGERANTE R22 EOS, COM FORNECIMENTO DE TODO O MATERIAL E MÃO DE OBRA.";"5";"453,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200004";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE CORREÇÃO DE VAZAMENTO  DA BOMBA NH3 COMPREENDENDO:  SUBSTITUIÇÃO DO  EIXO BOMBA BEIX2040007, SUBSTITUIÇÃO DO SELO DE VEDAÇÃO REF. BSEL2000000 E SU BSTITUIÇÃO DO KIT DE REPAROS DA BOMBA CENTRÍFUGA BKIT6000000";"6";"3369,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200034";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE SUBSTITUIÇÃO COMPLETA DO ÓLEO LUBRIFICANTE ESPECÍFICO PARA  COMPRES SOR PARAFUSO BITZER,  MOD. OSNA 5361-K, COM FORNECIMENTO DE TODO O MATERIAL E MÃO DE OBRA.";"4";"496,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200008";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"SUBSTITUIÇÃO DA CONTACTORA MOD D15CR40 MARCA CUTLER HAMMER OU SIMILAR, COM FOR NECIMENTO DE TODO O MATERIAL E MÃO DE OBRA.";"10";"353,00"
"52121";"Comando do Exército";"160307";"1º DEPOSITO DE SUPRIMENTO";"12022";"1603070500004202200010";"MANUTENCAO DE SISTEMAS DE REFRIGERACAO";"SUBSTITUIÇÃO DE FILTRO SECADOR C084S ADK, COM FORNECIMENTO DE TODO MATERIAL E MÃO DE OBRA";"10";"236,00"
