"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"182021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"05/05/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS E MATERIAIS"
"182021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"31/05/2022";"Objetivo: PRORROGAÇÃO E REEQUILÍBRIO ECONÔMICO-FINANCEIRO"
"192021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"04/04/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"202021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"30/05/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA CONTRATUAL"
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012021";"14/07/2021";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO ORIGINAL POR MAIS 6 (SEIS) MESES"
"132021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"21/07/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É:PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 13/2021, POR 12 (DOZE) MESES OU ATÉ QUE SE ENCERRE O PROCESSO LICITATÓRIO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 18/07/2022 A 17/07/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"142021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"21/07/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO 14/2021, POR 120 (CENTO E VINTE) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 18/07/2022 A 17/11/2022, OU ATÉ QUE ENCERRE O PROCESSO LICITATÓRIO, NOS TERMOS DO ART. 57, II, DA LEI 8.666, DE 1993."
"162021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"21/07/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO 16/2021, REFERENTE AO SERVIÇO DE AUXILIAR DE ESCRITÓRIO, EM ATENDIMENTO À PRU/SP E À CORREGEDORIA/SP, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 02/07/2022 A 01/07/2023, OU ATÉ QUE SE ENCERRE A NOVA CONTRATAÇÃO OBJETO DO PROCESSO 00589.001773/2022-63, NOS TERMOS DO ART. 57, II, DA LEI N9 8.666, DE 1993."
"172021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"21/07/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É:- PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 17/2021, POR 120 (CENTO E VINTE) DIAS, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 18/07/2022 A 17/11/2022, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"182021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"13/07/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 18/2021, POR 12 (DOZE) MESES OU ATÉ QUE SE ENCERRE O PROCESSO LICITATÓRIO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 18/07/2022 A 17/07/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"22021";"20000";"Presidência da República";"20101";"Presidência da República";"110322";"GABINETE DE SEGURANCA INSTITUCIONAL/PR";"000012022";"17/05/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"32021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110402";"ESCOLA SUPERIOR DE GUERRA";"000012022";"07/06/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL CONFORME INCISO II DO ART.57 DA LEI Nº 8.666/93, POR MAIS 12 (DOZE) MESES A CONTAR DE 01/06/2022 A 31/05/2023, NO QUE TANGE AO SERVIÇO DE SERVIÇO DE LICENCIAMENTO, GARANTIA E SUPORTE PARA FIREWALL TIPO 2. UTM BLOCKBIT 1000 - LICENÇA ADVANVED, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL."
"122021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000062022";"21/02/2022";"Objetivo: ACRESCER 06 (SEIS) POSTOS DE TRABALHO PARA A FUNÇÃO DE ENGENHEIRO CIVIL E 74 (SETENTA E QUATRO) SERVIÇOS REEMBOLSÁVEIS DE DESLOCAMENTO"
