"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160297";"COMANDO DA 1ª  DIVISAO DE  EXERCITO";"12012";"1602970300001201200001";"ARRENDAMENTO";"CESSÃO POR ARRENDAMENTO DE IMÓVEL JURISDICIONADO AO COMANDO DA 1ª DE PARA IMPL EMENTO DE UMA ESCOLA";"1";"23917,54"
"52131";"Comando da Marinha";"791902";"CENTRO DE APOIO A SISTEMAS OPERATIVOS";"12020";"0";"Inválido";"Inválido";"1";"4096,81"
"52121";"Comando do Exército";"160246";"DEPOSITO CENTRAL DE MUNICAO";"12021";"0";"Inválido";"Inválido";"12";"1287,48"
"52131";"Comando da Marinha";"795180";"BASE DE FUZILEIROS NAVAIS DA I. DO GOVERNADOR";"12021";"7951800500001202100003";"PLACA PARA CONSTRUCAO";"MATERIAIS ELÉTRICOS ABRANGENDO TOMADAS, INTERRUPTORES, CABOS FIOS, ILUMINAÇÃO,  DISJUNTORES COMPLEMENTOS E AFINS";"423100";"1,00"
"26433";"Instituto Federal do Rio de Janeiro";"152237";"CAMPUS ARRAIAL DO CABO";"12021";"0";"Inválido";"Inválido";"5000";"4,85"
"26433";"Instituto Federal do Rio de Janeiro";"152237";"CAMPUS ARRAIAL DO CABO";"12021";"0";"Inválido";"Inválido";"10";"334,00"
"26433";"Instituto Federal do Rio de Janeiro";"152237";"CAMPUS ARRAIAL DO CABO";"12021";"0";"Inválido";"Inválido";"32";"820,00"
"26433";"Instituto Federal do Rio de Janeiro";"152237";"CAMPUS ARRAIAL DO CABO";"12021";"0";"Inválido";"Inválido";"1500";"4,97"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193183";"IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO";"12022";"1931830600002202200001";"ACESSO A INTERNET VIA CABO";"ACESSO A INTERNET VIA CABO";"4";"299,90"
"52121";"Comando do Exército";"160440";"23 BATALHAO DE INFANTARIA";"12022";"0";"Inválido";"Inválido";"1";"12000,00"
"35000";"Ministério das Relações Exteriores - Unidades";"240019";"DEPTO CIENCIA,TECN E PROPRIEDADE INTELECTUAL";"12022";"2400190700001202200001";"TREINAMENTO QUALIFICACAO PROFISSIONAL";"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"1";"56000,00"
"30108";"Departamento de Polícia Federal";"200376";"SUPERINTENDENCIA REGIONAL NO ESTADO DE GO";"12022";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"1";"149900,00"
"52121";"Comando do Exército";"160103";"50 BATALHAO DE INFANTARIA DE SELVA";"12022";"1601030700001202100001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇO DE ASSISTÊNCIA MÉDICA-HOSPITALAR/LABORATORIAL/ODONTOLÓGIC A.";"1";"700000,00"
"35000";"Ministério das Relações Exteriores - Unidades";"240001";"1A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES";"12022";"2400010500001202200002";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO. TECNICO OPERACIONAL TOPOGRAFO S ENIOR, CBO 3123-20.AUXILIAR O RECONHECIMENTO BÁSICO DA ÁREA PROGRAMADA PARA EL ABORAR TRAÇADOS TÉCNICOS, AUXILIAR OS TRABALHOS TOPOGRÁFICOS RELATIVOS A BALIZ AMENTO, COLOCAÇÃO DE ESTACAS, REFERÊNCIAS DE NÍVEL E OUTROS, EXECUTAR TAREFAS PERTINENTES À ÁREA DE ATUAÇÃO, UTILIZANDO-SE DE EQUIPAMENTOS E PROGRAMAS DE GE OPROCESSAMENTO.";"1";"19866,23"
"35000";"Ministério das Relações Exteriores - Unidades";"240001";"1A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES";"12022";"2400010500001202200001";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO. NÍVEL SUPERIOR, CONTADOR. CBO 2 522-10.CONFERÊNCIA DOS CÁLCULOS DE DEDUÇÃO DE TRIBUTOS A SEREM RETIDOS NA FONT E, AUXILIO NA CONFERÊNCIA/AUDITORIA CONTÁBIL DE NOTAS FISCAIS E ORDENS DE SERV IÇOS PAGAS; CÁLCULO DA MÉDIA DE ITENS CONSUMIDOS EM CONTRATOS ANTERIORES, QUAN TO À ANÁLISE CONTÁBIL DE PEDIDOS DE REPACTUAÇÃO, REAJUSTE E REEQUILÍBRIO ECONÔ MICO-FINANCEIRO.";"1";"19492,20"
"26266";"Fundação Universidade Federal do Pampa";"154359";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"12022";"1543590500025202200001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CONCESSÃO ONEROSA DE USO DE ESPAÇO FÍSICO PARA EXPLORAÇÃO E ADMINISTRAÇÃO DE S ERVIÇOS DO ESPAÇO: LANCHONETE DO CAMPUS BAGÉ  ATENDIMENTO INTERNO";"12";"1050,00"
"26427";"Instituto Federal da Bahia";"158589";"INST. FED. DA BAHIA/CAMPUS IRECE";"12022";"0";"Inválido";"Inválido";"10";"0,00"
"26427";"Instituto Federal da Bahia";"158589";"INST. FED. DA BAHIA/CAMPUS IRECE";"12022";"0";"Inválido";"Inválido";"10";"0,00"
"26427";"Instituto Federal da Bahia";"158589";"INST. FED. DA BAHIA/CAMPUS IRECE";"12022";"0";"Inválido";"Inválido";"30";"184,63"
"26427";"Instituto Federal da Bahia";"158589";"INST. FED. DA BAHIA/CAMPUS IRECE";"12022";"0";"Inválido";"Inválido";"10";"885,23"
"52131";"Comando da Marinha";"772100";"CENTRO DE INST. E ADEST. ALM. NEWTON BRAGA";"12022";"7721000500003202200001";"AR CONDICIONADO - MANUTENCAO SISTEMA CENTRAL";"AR CONDICIONADO - MANUTENÇÃO SISTEMA CENTRAL";"1";"115000,00"
"52121";"Comando do Exército";"160234";"5 REGIMENTO DE CARROS DE COMBATE";"12022";"1602340600001202200007";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"TRÁFEGO DE LIGAÇÕES FIXO X MÓVEL -VC3";"1800";"0,99"
