"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"212022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012022";"24/11/2022";"Objetivo: INCLUIR O ENDEREÇO DA NOVA SEDE DA AGU, LOCALIZADA NA AVENIDA DOUTOR VALMIR PONTES, 900, EDSON QUEIROZ, FORTALEZA-CE, CEP:60.812-020, QUE CONTEMPLARÁ A FUTURA INSTALAÇÃO DAS PROCURADORIAS FEDERAL E DA UNIÃO, CONSULTORIA JURÍDICA E ECGU DA ADVOCACIA GERAL DA UNIÃO SITUADAS NA CIDADE DE FORTALEZA NO ESTADO DO CEARÁ"
"22022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000012022";"27/10/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É SUPRIMIR 2,77%  DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 6.346,14 (SEIS MIL, TREZENTOS E QUARENTA E SEIS REAIS E QUATORZE CENTAVOS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', §§ 1º E 2º, DA LEI Nº 8.666/1993."
"332022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"24/11/2022";"Objetivo: ACRESCER 2.700 (DOIS MIL E SETECENTOS) LITROS DE GASOLINA COMUM, EQUIVALENTE A 24,81% (VINTE E QUATRO INTEIROS E OITENTA E UM CENTÉSIMOS POR CENTO) DO VALOR INICIAL ATUALIZADO DO CONTRATO."
"62022";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000012022";"26/09/2022";"Objetivo: TEM POR OBJETIVO A ALTERAÇÃO DO ITEM 3 DA DESCRIÇÃO DO OBJETO DA CONTRATAÇÃO."
"222022";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000012022";"31/10/2022";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO EM REFERÊNCIA POR MAIS 45 (QUARENTA E CINCO) DIAS, CONFORME PREVISTO NA CLÁUSULA SEGUNDA DO CONTRATO Nº 22/2022 COM BASE NA ALÍNEA 'B', INCISO II DO ARTIGO 65 DA LEI Nº 8.666, DE 21/06/1993, PERMANECENDO INALTERADAS AS DEMAIS CLÁUSULAS CONTRATUAIS."
"102022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114603";"UNIDADE ESTADUAL DO IBGE NO ACRE";"000012022";"11/11/2022";"Objetivo: NOS TERMOS DA CLÁUSULA PRIMEIRA DO CONTRATO, NO ITEM 1.3 O QUANTITATIVO SERÁ ACRESCIDO DE07 (SETE) LOCAÇÕES CONFORME LIMITE LEGAL DE 25% CONSTANTE DA LEI 8666/93 E CLÁUSULA 13.2 DO CONTRATO 10/2022"
"32022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114610";"UNIDADE ESTADUAL DO IBGE NO CEARA";"000012022";"08/07/2022";"Objetivo: ACRÉSCIMO NA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS SEM MOTORISTA NUM PERCENTUAL DE 17,647%."
"32022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114610";"UNIDADE ESTADUAL DO IBGE NO CEARA";"000022022";"13/07/2022";"Objetivo: CORREÇÃO DE VALORES DA HOMOLOGAÇÃO DO PREGÃO Nº 02/2022"
"42022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114610";"UNIDADE ESTADUAL DO IBGE NO CEARA";"000042022";"08/08/2022";"Objetivo: ACRÉSCIMO NA PRESTAÇÃO DO SERVIÇO DE LOCAÇÃO DE VEÍCULOS SEM MOTORISTA NUM PERCENTUAL APROXIMADO DE 17,39% (DEZESSETE INTEIROS TRINTA E NOVE CENTÉSIMOS POR CENTO) DO VALOR TOTAL DO CONTRATO, REFERENTE A MAIS 5 VEÍCULOS MODELO 4X2 E 5 VEÍCULOS MODELO 4X4 POR UM PERÍODO DE 6 MESES."
"42022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114610";"UNIDADE ESTADUAL DO IBGE NO CEARA";"000052022";"08/08/2022";"Objetivo: CORREÇÃO DE VALORES DA HOMOLOGAÇÃO DO PREGÃO Nº 02/2022"
"22016";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114612";"UNIDADE ESTADUAL DO IBGE NO RIO G. NORTE";"000022022";"08/06/2022";"Objetivo: PRORROGA-SE A VIGÊNCIA CONTRATUAL DE 02/05/2022 A 02/05/2023 E REAJUSTA-SE O VALOR MENSAL DA LOCAÇÃO PARA R$ 1.914,98."
"232022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000012022";"15/08/2022";"Objetivo: ESTE TERMO TEM COMO OBJETIVO RETIFICAR NÚMERO DO ITEM QUE CONSTA INCORRETO NA REFERÊNCIA DO OBJETO DO CONTRATO ORIGINAL - CLÁUSULA PRIMEIRA, ITEM 1.3, ONDE CONSTA ITEM 13 E DEVERIA CONSTAR ITEM 08."
"242022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000012022";"09/06/2022";"Objetivo: SUPRIMIR 92,3076923076923% DO VALOR INICIAL ATUALIZADO DO ITEM Nº 104 DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 28.799,40 (VINTE E OITO MIL E SETECENTOS E NOVENTA E NOVE REAIS E QUARENTA CENTAVOS), NOS MOLDES DO ART. 65, INCISO II, ALÍNEA 'B', §§ 1º E 2º, DA LEI N.º 8.666/1993;"
"42022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114639";"UNIDADE ESTADUAL DO IBGE EM TOCANTINS";"000012022";"11/11/2022";"Objetivo: LOCAÇÃO DE VEÍCULOS PARA A SUPERINTENDÊNCIA ESTADUAL DO IBGE NO TOCANTINS E SUAS AGÊNCIAS, DURANTE A REALIZAÇÃO DO CENSO DEMOGRÁFICO 2022"
"92022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120016";"GRUPAMENTO DE APOIO DE S J CAMPOS";"000012022";"31/10/2022";"Objetivo: O PRESENTE TERMO ADITIVO, CUJO OBJETO É A CESSÃO DE USO DE ÁREA PARA FINS DE EXPLORAÇÃO DE ATIVIDADES DE APOIO VOLTADAS À USUÁRIOS DA ADCCTA E SEUS DEPENDENTES, TEM POR FINALIDADE A ALTERAÇÃO DA CLÁUSULA QUINTA, SUBSTITUINDO A FORMA DE PAGAMENTO DE ARRENDAMENTO MENSAL, REALIZADO POR MEIO DE GRU, PARA REFORMA/SERVIÇO DE ENGENHARIA."
"122022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000012022";"14/07/2022";"Objetivo: INCLUSÃO DE CLÁUSULAS NO CONTRATO 012/CELOG-COMPREP/2022 , COM ACRÉSCIMO DO QUANTITATIVO DO OBJETO, PARA FORMALIZAÇÃO DE ALTERAÇÕES QUE NÃO MODIFIQUEM AS BASES CONTRATUAIS, NÃO OCASIONANDO, EM PRINCÍPIO, REFLEXOS NA RELAÇÃO CONTRATUAL FIRMADA COM O PARTICULAR, COM FUNDAMENTO NO ART. 65 DA LEI Nº 8.666/93."
"122022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000022022";"27/09/2022";"Objetivo: INCLUSÃO DE CLÁUSULAS CONTRATUAIS, COM ALTERAÇÕES QUANTITATIVAS E QUALITATIVAS DO OBJETO, PARA FORMALIZAÇÃO DE CONDIÇÕES QUE NÃO MODIFIQUEM AS BASES CONTRATUAIS, NÃO OCASIONANDO, EM PRINCÍPIO, REFLEXOS NA RELAÇÃO CONTRATUAL FIRMADA COM O PARTICULAR, COM FUNDAMENTO NO ART. 65 DA LEI Nº 8.666/93"
"62022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"000012022";"06/10/2022";"Objetivo: O objeto do presente instrumento é a prorrogação do prazo de execução do serviço demanutenção de Estrutura Metálica de torre VHF situada no Destacamento de Controle do EspaçoAéreo de Canguçu-RS, conforme condições, quantidades e exigências estabelecidas neste Edital eseus anexos."
"12022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"000012022";"09/11/2022";"Objetivo: 1° TERMO ADITIVO CUJO A FINALIDADE É SUPRIMIR 3,21%, ACRESCENTAR 7,61% DO VALOR INICIAL DO CONTRATO E PRORROGAR A DATA DE VIGÊNCIA E EXECUÇÃO POR 90 DIAS, ONDE O OBJETO É A RECUPERAÇÃO DA COBERTURA E DOS PORTÕES DO HANGAR DO DESTAE-UA."
"212019";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"000012020";"01/07/2020";"Objetivo: PRIMEIRO TERMO ADITIVO DE PRORROGAÇÃO DE PRAZO DE VIGÊNCIA POR MAIS 12 MESES, CUJO OBJETO É A LOCAÇÃO DE IMPRESSORAS EM PROVEITO DA ALA 8 E SEREP-MN."
