"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"20";"229,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"12";"472,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"2";"353,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"4";"840,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"8";"168,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"68";"199,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"272";"148,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"12";"469,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"3";"267,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"2";"840,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"20";"229,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"32";"59,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"8";"187,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"128,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"128,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"89,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"272";"149,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"68";"199,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"212";"159,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"4";"340,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"212";"159,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"279,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"575,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"16";"562,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"8";"179,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"8";"179,00"
"52121";"Comando do Exército";"160545";"HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA";"0";"0";"Inválido";"Inválido";"3";"689,00"
"52121";"Comando do Exército";"160101";"23 COMPANHIA DE ENGENHARIA DE COMBATE";"2022";"1601010600004201600001";"FORNECIMENTO DE AGUA CANALIZADA";"FORNECIMENTO MENSAL DE ÁGUA CANALIZADA.";"1";"6000,00"
"52121";"Comando do Exército";"160101";"23 COMPANHIA DE ENGENHARIA DE COMBATE";"2022";"1601010600004201600001";"FORNECIMENTO DE AGUA CANALIZADA";"FORNECIMENTO MENSAL DE ÁGUA CANALIZADA.";"960";"6,56"
"52121";"Comando do Exército";"160279";"57 BATALHAO DE INFANTARIA MOTORIZADO (ES)";"2022";"0";"Inválido";"Inválido";"1";"40000,00"
"52904";"Fundo do Exército";"167196";"BASE DE ADMINISTRACAO E APOIO CMN";"12020";"1671960600002202000001";"SERVICOS DE GERENCIA DE REDES SATELITAIS E ADMINISTRACAO DE SEUS USUARIOS";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE DISPONIBILIZAÇ ÃO DE 23 PONTOS DE TV 4 ESTRELAS E INTERNET NA VELOCIDADE 140 MB PARA O HOTEL DE TRÂNSITO DE OFICIAIS.";"12";"14040,00"
"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"12020";"1603220500065202000001";"CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE";"SANDUÍCHE NATURAL INDUSTRIALIZADO";"1";"6200,00"
"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"12020";"1603220500065202000001";"CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE";"SANDUÍCHE NATURAL INDUSTRIALIZADO";"1";"1500,00"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"160,55"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"3";"106,77"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"178,22"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"182,19"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"3";"30,73"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"50,64"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"1";"164,55"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"1";"247,41"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"96,09"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"3";"215,03"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"44,40"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"193,78"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"1";"169,03"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"2";"181,21"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"315,52"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"164,55"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"1";"143,08"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"51,97"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"108,23"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"2";"321,68"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"167,59"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"213,87"
"26407";"Instituto Federal Goiano";"158124";"IF GOIANO";"12021";"0";"Inválido";"Inválido";"0";"145,19"
