"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"6000";"0,64"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"60000";"0,05"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"7780000500001201800001";"CONSULTORIA E ASSESSORIA - QUALIDADE";"O OBJETO DA PRESENTE LICITAÇÃO É A ESCOLHA DA PROPOSTA MAIS VANTAJOSA PARA A C ONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CERTIFICAÇÃO E MANUTENÇÃO DE CERTIFICAÇ ÃO, COM FUNDAMENTOS NA NBR ISO 9001:2015 - SISTEMA DE GESTÃO DA QUALIDADE (SGQ ) - DE ACORDO COM A ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS (ABNT), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E ANEXOS.";"360000";"0,01"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"60000";"0,07"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"6000";"0,64"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"60000";"0,05"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"6000";"0,64"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"60000";"0,02"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"6000";"0,64"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2018";"0";"Inválido";"Inválido";"60000";"0,07"
"52121";"Comando do Exército";"160494";"2º BATALHAO DE SUPRIMENTO";"10021";"0";"Inválido";"Inválido";"1";"17377,00"
"52121";"Comando do Exército";"160494";"2º BATALHAO DE SUPRIMENTO";"10021";"0";"Inválido";"Inválido";"1";"21,00"
"52121";"Comando do Exército";"160494";"2º BATALHAO DE SUPRIMENTO";"10021";"0";"Inválido";"Inválido";"1";"202,00"
"44207";"Instituto Chico Mendes de Conservação da Biod";"443048";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"12011";"0";"Inválido";"Inválido";"1";"4000,00"
"52121";"Comando do Exército";"160077";"COLEGIO MILITAR DE CURITIBA";"12012";"1600770600001201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA.";"12";"230000,00"
"52111";"Comando da Aeronáutica";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"12012";"0";"Inválido";"Inválido";"1";"7609782,08"
