"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"2022";"1200720500068202200002";"SERVICO VETERINARIO";"SERVIÇO VETERINÁRIO - CATSER: 14001 - CONSULTA  ESPECIALISTA (CARDIOLOGIA,  FI SIOTERAPIA, NEUROLOGIA,  ODONTOLOGIA, OFTALMOLOGIA,  ORTOPEDIA, ENDOCRINOLOGIA ,  DERMATOLOGISTA)";"20";"251,00"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"2022";"1200720500068202200001";"SERVICO VETERINARIO";"SERVIÇO VETERINÁRIO - CATSER: 14001 - CONSULTA  GENERALISTA";"25";"161,00"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"2022";"1200720500068202200003";"SERVICO VETERINARIO";"SERVIÇO VETERINÁRIO - CATSER: 14001 - CONSULTA  EMERGENCIAL";"15";"392,00"
"52121";"Comando do Exército";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"12017";"1603790700020201800001";"LABORATORIO - ANALISE QUIMICA";"";"1";"8165,31"
"25000";"Ministério da Economia - Unidades com vínculo";"170045";"GERENCIA REG.DE ADM.DO ME-RIO GRANDE DO NORTE";"12018";"1700450600001201800001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"CONTRATAÇÃO DA COMPANHIA DE ENERGIA ELÉTRICA DO RIO GRANDE DO NORTE - COSERN P ARA SERVIÇOS DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA SEDE DA PSFN/MOS";"1";"100000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170045";"GERENCIA REG.DE ADM.DO ME-RIO GRANDE DO NORTE";"12018";"1700450600001201800001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"CONTRATAÇÃO DA COMPANHIA DE ENERGIA ELÉTRICA DO RIO GRANDE DO NORTE - COSERN P ARA SERVIÇOS DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA SEDE DA PSFN/MOS";"60";"100000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170045";"GERENCIA REG.DE ADM.DO ME-RIO GRANDE DO NORTE";"12018";"1700450600001201800001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"CONTRATAÇÃO DA COMPANHIA DE ENERGIA ELÉTRICA DO RIO GRANDE DO NORTE - COSERN P ARA SERVIÇOS DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA SEDE DA PSFN/MOS";"1";"100000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170045";"GERENCIA REG.DE ADM.DO ME-RIO GRANDE DO NORTE";"12018";"1700450600001201800001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"CONTRATAÇÃO DA COMPANHIA DE ENERGIA ELÉTRICA DO RIO GRANDE DO NORTE - COSERN P ARA SERVIÇOS DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA SEDE DA PSFN/MOS";"1";"100000,00"
"52121";"Comando do Exército";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"12021";"1603790700033202100001";"FISIOTERAPIA / MASSOTERAPIA";"FISIOTERAPIA";"1";"3475,44"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,19"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,19"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,19"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,19"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"60000";"0,19"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,15"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,15"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,15"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"58278";"0,15"
"26408";"Instituto Federal do Maranhão";"154855";"INST.FED.DO MARANHAO/CAMPUS PEDREIRAS";"12021";"0";"Inválido";"Inválido";"0";"0,15"
"52121";"Comando do Exército";"160385";"3 BATALHAO DE COMUNICACOES";"12022";"0";"Inválido";"Inválido";"2";"110,52"
