"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"382022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"11/11/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"272022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012022";"30/09/2022";"Objetivo: ACRÉSCIMO AO CONTRATO, EM 5,89% (CINCO VÍRGULA OITENTA E NOVE POR CENTO), EM DECORRÊNCIA DO ACRÉSCIMO DE (01) UM POSTO DE SERVENTE DE LIMPEZA NA PSF/SERRA TALHADA (PE)."
"112022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012022";"22/11/2022";"Objetivo: ACRÉSCIMO  DOS ITENS 36 E 229, NO VALOR TOTAL DE R$ 18.446,65."
"102022";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110794";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"000012022";"31/08/2022";"Objetivo: ACRESCENTAR 25% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 159.918,00"
"112022";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110794";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"000012022";"30/08/2022";"Objetivo: ACRESCENTAR 25% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA  DESTE INSTRUMENTO EQUIVALENTE A R$ 281.251,68."
"252022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012022";"01/11/2022";"Objetivo: ACRESCENTAR 25% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DE 07/11/2022, EQUIVALENTE A R$ 19.035,00 (DEZENOVE MIL E TRINTA E CINCO REAIS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N. º 8.666/1993."
"272022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012022";"02/09/2022";"Objetivo: O OBJETO DO ADITAMENTO É SUPRIMIR 25% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA, EQUIVALENTE A R$ 529.489,18 ( QUINHENTOS E VINTE E NOVE MIL, QUATROCENTOS E OITENTA E NOVE REAIS E DEZOITO CENTAVOS)."
"272022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"000012022";"22/11/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL"
"222020";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120014";"BASE AEREA DE FORTALEZA";"000012022";"03/08/2022";"Objetivo: ALTERAR A RAZÃO SOCIAL E CNPJ DO CREDENCIAMENTO Nº 022/BAFZ/2020, CUJO OBJETO É A PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR AOS USUÁRIOS DO FUNDO DE SAÚDE DA AERONÁUTICA (FUNSA)."
"292022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000012022";"23/11/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 029/CELOG-CCARJ/2022, POR 90 (NOVENTA) DIAS CORRIDOS,  NOS TERMOS DO ART. 57, §1º, INCISO II, DA LEI Nº 8.666, DE 1993"
