"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000062015";"27/11/2015";"Objetivo: PRORROGAÇÃO POR MAIS 12 MESES"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000072016";"28/11/2016";"Objetivo: SÉTIMO TERMO ADITIVO"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000082017";"20/11/2017";"Objetivo: OITAVO TERMO ADITIVO"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000092018";"27/11/2018";"Objetivo: PRORROGAÇÃO CONTRATUAL"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000102019";"29/11/2019";"Objetivo: DÉCIMO TERMO ADITIVO DE PRORROGAÇÃO"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000112020";"28/09/2020";"Objetivo: 11° TA DE ALTERAÇÃO CONTRATUAL"
"700512009";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000122020";"30/11/2020";"Objetivo: 12º TA PRORROGAÇÃO"
"52021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110402";"ESCOLA SUPERIOR DE GUERRA";"000012022";"05/10/2022";"Objetivo: O objeto do presente instrumento é a prorrogação do prazo de execução dos serviços foi iniciada em 15/02/2022 a 11/10/2022"
"82021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120001";"GABINETE DO COMANDANTE DA AERONAUTICA";"000012022";"25/10/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA, PELO PERÍODO DE 12 (DOZE) MESES, DO CONTRATO DE DESPESA Nº 008/GABAER/2021, CUJO OBJETO É A PUBLICIDADE LEGAL DE MATÉRIAS ADMINISTRATIVAS DO INTERESSE DO GABAER."
"12021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120025";"ESCOLA PREPARATORIA DE CADETES DO AR";"000012021";"21/02/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO DE CREDENCIAMENTO Nº 01/ES-BQ/2021 POR 12 MESES, NO INTERESSE DA ADMINISTRAÇÃO, COM FUNDAMENTO NA CLÁUSULA OITAVA DO CONTRATO SUPRACITADO."
"332022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"000012022";"08/11/2022";"Objetivo: INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO, CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS, ESTABELECIDAS NO TERMO DE REFERÊNCIA Nº 005/SMP/2021"
"122021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"000012022";"22/09/2022";"Objetivo: CONTRATAÇÃO DA EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DA ESCADA DE EMERGÊNCIA DA TORRE DO DTCEA-BE, EM PROVEITO DO QUARTO CENTRO INTEGRADO DE DEFESA AÉREA E CONTROLE DE TRÁFEGO AÉREO - CINDACTA IV."
"202021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"000012022";"09/08/2022";"Objetivo: 1° TERMO ADITIVO CUJO A FINALIDADE É A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E EXECUÇÃO POR 90 (NOVENTA) DIAS, O ACRÉSCIMO DE 8,20% (OITO VÍRGULA VINTE POR CENTO) DO OBJETO E A SUPRESSÃO DE 14,60% (QUATORZE VÍRGULA SESSENTE POR CENTO), ONDE O OBJETO É A CONSTRUÇÃO DE ESCADA DE EMERGÊNCIA DA TORRE DETWR PONTA PELADA NO DESTACAMENTO DE CONTROLE DE ESPAÇO AÉREO DE MANAUS (DTCEA-MN) EM PROVEITO DO CINDACTA IV."
"182022";"26000";"Ministério da Educação";"26000";"Ministério da Educação - Unidades com vínculo";"152005";"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ";"000012022";"07/11/2022";"Objetivo: 1.1 O OBJETO DO PRESENTE INSTRUMENTO É DE PADRONIZAR E ADEQUAR A REDAÇÃO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS, N. 18/2022, CONFORME DESTACADO ABAIXO:1.1.1. ALTERAR CLÁUSULA SÉTIMA DO CONTRATO 18/2022, PARA TRATAR DA OBRIGATORIEDADE DA CONTRATADA EM APRESENTAR GARANTIA NA PRESENTE CONTRATAÇÃO, CONFORME REGRAS CONSTANTES NO TERMO DE REFERÊNCIA, ANEXADO AO EDITAL.ONDE SE LÊ: 7. CLÁUSULA SÉTIMA - GARANTIA DE EXECUÇÃO7.1. NÃO SERÁ EXIGIDA A PRESTAÇÃO DE GARANTIA NA PRESENTE CONTRATAÇÃO, CONFORME REGRA"
"152015";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000152022";"14/10/2022";"Objetivo: QUINTO TERMO ADITIVO TEM COMO OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 15/2015, FIRMADO EM 11 DE SETEMBRO DE 2015, POR MAIS 24 (VINTE E QUATRO) MESES, CUJO OBJETO É A CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA  DESTINADA À INSTALAÇÃO E FUNCIONAMENTO DE RESTAURANTE, SITUADA NAS DEPENDÊNCIAS DO PRÉDIO DA FACULDADE DE MEDICINA - FAMED DA UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL. EM CONSEQUÊNCIA DA COVID-19, OCORREU A SUSPENSÃO DAS ATIVIDADES NO PERÍODO DE 20/03/2020 À 20/03/2022, TOTALIZANDO 24 MES"
"152015";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000452018";"14/10/2022";"Objetivo: TERCEIRO TERMO ADITIVO QUE TEM COMO OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 15/2015, FIRMADO EM 11 DE SETEMBRO DE 2015, POR MAIS 12 (DOZE) MESES, CUJO OBJETO É A CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA MEDINDO 134,60 M2 (CENTO E TRINTA E QUATRO METROS VÍRGULA SESSENTA CENTÍMETROS QUADRADOS), SITUADA NAS DEPENDÊNCIAS DO PRÉDIO DA FACULDADE DE MEDICINA - FAMED DA UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL"
"152015";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000462016";"14/10/2022";"Objetivo: O PRIMEIRO TERMO ADITIVO TEM COMO OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 15/2015, FIRMADO EM 11 DE SETEMBRO DE 2015, POR MAIS 12 (DOZE) MESES, CUJO OBJETO É A CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA MEDINDO 134,60 M2 (CENTO E TRINTA E QUATRO METROS VÍRGULA SESSENTA CENTÍMETROS QUADRADOS), SITUADA NAS DEPENDÊNCIAS DO PRÉDIO DA FACULDADE DE MEDICINA - FAMED DA UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL"
"152015";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000492019";"14/10/2022";"Objetivo: QUARTO TERMO ADITIVO QUE TEM COMO OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 15/2015, FIRMADO EM 11 DE SETEMBRO DE 2015, POR MAIS 12 (DOZE) MESES, CUJO OBJETO É A CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA MEDINDO 134,60 M2 (CENTO E TRINTA E QUATRO METROS VÍRGULA SESSENTA CENTÍMETROS QUADRADOS), SITUADA NAS DEPENDÊNCIAS DO PRÉDIO DA FACULDADE DE MEDICINA - FAMED DA UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL."
"152015";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000592017";"14/10/2022";"Objetivo: SEGUNDO TERMO ADITIVO QUE TEM COMO OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 15/2015, FIRMADO EM 11 DE SETEMBRO DE 2015, POR MAIS 12 (DOZE) MESES, CUJO OBJETO É A CESSÃO DE USO, A TÍTULO ONEROSO, DE UMA ÁREA MEDINDO 134,60 M2 (CENTO E TRINTA E QUATRO METROS VÍRGULA SESSENTA CENTÍMETROS QUADRADOS), SITUADA NAS DEPENDÊNCIAS DO PRÉDIO DA FACULDADE DE MEDICINA - FAMED DA UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL"
"72018";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"000012022";"31/10/2022";"Objetivo: A) PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 12 MESES. PERÍODO: 10.09.2019 A 09.09.2020. B) REAJUSTE DO VALOR CONTRATUAL DE ACORDO COM A VARIAÇÃO DO INPC ALTERANDO O VALOR MENSAL DO CONTRATO DE R$ 2.257,02 PARA R$ 2.326,03"
"72018";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"000022022";"31/10/2022";"Objetivo: SUSPENSÃO TEMPORÁRIA E EXCEPCIONAL DA VIGÊNCIA DA CONCESSÃO ADMINISTRATIVA DE USO Nº. 07/2018, EM DECORRÊNCIA DOS REFLEXOS ADVINDOS DAS MEDIDAS ADOTADAS PARA ENFRENTAMENTO DA COVID-19 , A PARTIR DE 18.03.2020 ATÉ QUE SEJAM OFICIALMENTE RETOMADAS AS ATIVIDADES PRESENCIAIS NA UFJF."
"2292021";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"000012022";"05/07/2022";"Objetivo: PRORROGAÇÃO DE VIGÊNCIA REFERENTE AO PROJETO: DO  FUNCO DA GAVETA AO REVERSO DOS DIAS - POESIA, ARTE E CULTURA."
"2292021";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"000022022";"19/10/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETOS ESPECÍFICOS A PRORROGAÇÃO DE VIGÊNCIA E REMANEJAMENTO FINANCEIRO ENTRE RUBRICAS,  REFERENTE AO PROJETO: DO FUNDO DA GAVETA AO REVERSO DOS DIAS - POESIA, ARTE E CULTURA."
