"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"152022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"19/07/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"192022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"08/08/2022";"Objetivo: ALTERAÇÃO CONTRATUAL"
"172022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"04/08/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ALTERAR A RAZÃO SOCIAL DA EMPRESA CONTRATADA DE PARANÁ LIMP SERVIÇOS TERCEIRIZADOS EIRELI PARA PARANÁ LIMP SERVIÇOS TERCEIRIZADOS LTDA, CONSIDERANDO-SE A TRANSFORMAÇÃO DA EMPRESA EM SOCIEDADE LIMITADA UNIPESSOAL, BEM COMO ATUALIZAR O ENDEREÇO DA EMPRESA DE RUA SÃO MARCELINO CHAMPAGNAT, 262, MERCÊS, CURITIBA/PR, CEP 80710-250, PARA ALAMEDA PRESIDENTE TAUNAY, 691, BIGORRILHO, CURITIBA/PR, CEP 80430-000, TENDO EM VISTA A ALTERAÇÃO DO CONTRATO SOCIAL, REGISTRADA NA J"
"142022";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"17/10/2022";"Objetivo: ACRESCER, A PARTIR 01/11/2022, A QUANTIDADE DE ÁGUA FORNECIDA, CORRESPONDENDO A UM AUMENTO DE 25 % (VINTE E CINCO POR CENTO) DO VALOR DO CONTRATO, NOS TERMOS DO ARTIGO 65, INCISO I, ALÍNEA 'B', E § 1º, DA LEI NO 8.666/93 E, AINDA, DA CLÁUSULA DÉCIMA QUARTA DO TERMO CONTRATUAL."
"12022";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110402";"ESCOLA SUPERIOR DE GUERRA";"000012022";"05/10/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRORROGAÇÃO DAS VIGÊNCIAS CONTRATUAL E DE EXECUÇÃO REFERENTE A CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO CORRETIVA DO TELHADO DO PRÉDIO CÉSAR OBINO."
"82022";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000012022";"11/08/2022";"Objetivo: ACRESCER EM 2,3139% AO OBJETO DO CONTRATO Nº 008/2022, ATUALIZANDO A RELAÇÃO DE EQUIPAMENTOS RECENTEMENTE ADQUIRIDOS A SEREM CALIBRADOS,  AMPARADO NO § 1º DO ART. 65, DA LEI Nº 8.666 DE 21/06/1993, PERMANECENDO INALTERADAS E RATIFICADAS AS DEMAIS CLÁUSULAS CONTRATUAIS PACTUADAS."
"122022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012022";"28/11/2022";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 13/12/2022 A 28/05/2023.PRORROGA-SE POR 167 (CENTO E SESSENTA E SETE) DIAS, CONTADOS A PARTIR DE 20/10/2022, O PRAZO DE EXECUÇÃO DO SERVIÇO COMUM DE ENGENHARIA, OBJETO DO CONTRATO ORIGINAL, CONFORME NOVO CRONOGRAMA FÍSICO-FINANCEIRO CONSTANTE NO ANEXO A ESTE TERMO DE ADITAMENTO."
"82022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"000012022";"20/06/2022";"Objetivo: ACRÉSCIMO DE 25% (VINTE E CINCO POR CENTO) OU, 22.500 (VINTE E DOIS MIL E QUINHENTOS) UNIDADES DE CANETAS."
"82022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"000022022";"20/09/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL ATÉ 30/09/2022"
"82022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"000032022";"04/10/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL ATÉ 31/10/2022"
"82022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114637";"CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE";"000042022";"18/11/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL ATÉ 05/12/2022"
"482021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"000012022";"26/10/2022";"Objetivo: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA REPARAÇÃO E ADAPTAÇÃO PREDIAL DO INSTITUTO HISTÓRICO-CULTURAL DA AERONÁUTICA (INCAER) - RIO DE JANEIRO - RJ, QUE SERÁPRESTADO NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA Nº 265.00.A01.TR.001.01 E DEMAIS DOCUMENTOS TÉCNICOS QUE SE ENCONTRAM ANEXOS AO EDITAL DO PREGÃO ELETRÔNICO (SRP) Nº 064/GAPRJ/2021, TEM POR FINALIDADE: ALTERAR O PRAZO DE VIGÊNCIA CONTRATUAL COM BASE NO §1º DO ART. 65 DA LEI Nº 8.666/93, ACRESCENTANDO 120 (CENTO E VINTE) DIAS A"
"12022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000012022";"01/12/2022";"Objetivo: SUPRIMIR 0,54% DO VALOR INICIAL ATUALIZADO DO CONTRATO, NOS MOLDES DO ART. 65, INCISO I, ALÍNEAS 'A' E 'B' E § 1º E §2º, DA LEI N.º 8.666/1993"
"222022";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000012022";"18/07/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA E DE EXECUÇÃO POR MAIS 60 (SESSENTA) DIAS."
