"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"72021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"25/02/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"12021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000022021";"27/05/2021";"Objetivo: ALTERAÇÃO DE POSTOS ENTRE AS UNIDADES"
"12021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000022022";"17/01/2022";"Objetivo: ALTERAÇÃO, EXCLUSÃO DE CUSTOS NÃO RENOVÁVEIS, PRORROGAÇÃO POR MAIS 12 MESES A PARTIR DE 08/03/2022"
"12021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000032022";"06/07/2022";"Objetivo: ALTERAÇÃO DO ENDEREÇO DA UNIDADE DA AGU EM PELOTAS, SUPRESSÃO DE 1 (UM) POSTO NA PSU/BAGÉ E O ACRÉSCIMO DE 1 (UM) POSTO NA SAD/RS A PARTIR DE 01/07/2022; E COM A SUPRESSÃO DE 2 (DOIS) POSTOS NA PSU/URUGUAIANA E O ACRÉSCIMO DE 1 (UM) POSTO NA PSF/URUGUAIANA, 1 (UM) POSTO NA PSF/PELOTAS, 1 (UM) POSTO NA PSF/SANTA MARIA, 1 (UM) POSTO NA PSF/RIO GRANDE E 1 (UM) POSTO NA PSF/SANTA CRUZ DO SUL, A PARTIR DE 15/07/2022"
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"04/11/2021";"Objetivo: O PRESENTE TERMO TEM POR OBJETO PRORROGAR A VIGÊNCIA DO CONTRATO Nº 03/2021 DE AUXILIAR DE ESCRITÓRIO PARA AS UNIDADES DA AGU PSU E PSF CAMPINAS POR 12 (DOZE) MESES, RESSALVADA A REPACTUAÇÃO 2021."
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"04/11/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 03/2021, REFERENTE AOS SERVIÇOS DE AUXILIAR DE ESCRITÓRIO, VISANDO ATENDER ÀS NECESSIDADES DA AGU EM PSF E PSU CAMPINAS/SP, POR 3 (TRÊS) MESES OU ATÉ QUE ENCERRE O PROCESSO LICITATÓRIO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/11/2022 A 03/02/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993, RESSALVADA A REPACTUAÇÃO 2022."
"52021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"16/11/2021";"Objetivo: 1.1.1. PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 05/2021, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/11/2021 A 03/11/2022, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"52021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"31/10/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 05/2021, REFERENTE AOS SERVIÇOS DEAUXILIAR DE ESCRITÓRIO PARA A AGU NA PSF E PSU RIBEIRÃO PRETO, POR 3 (TRÊS) MESES OU ATÉ QUE SE ENCERRE O PROCESSO LICITATÓRIO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/11/2022 A 03/02/2023, NOS TERMOS DO ART. 57, II, DA LEI Nº 8.666, DE 1993."
"72021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"04/11/2021";"Objetivo: O PRESENTE TERMO TEM POR OBJETO PRORROGAR A VIGÊNCIA DO CONTRATO Nº 07/2021 DE AUXILIAR DE ESCRITÓRIO PARA A UNIDADE DA AGU - PSF CAMPINAS POR MAIS 12 (DOZE) MESES, RESSALVADA A REPACTUAÇÃO 2021."
"82021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"16/11/2021";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 08/2021, POR 12 (DOZE) MESES,  NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
