"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"222022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"15/08/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"222022";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"16/09/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"12022";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113204";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IRD";"000152022";"25/08/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 001/2022, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 20/08/2022 ATÉ 19/08/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"102022";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000012022";"14/09/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A ALTERAÇÃO DAS 'ESPECIFICAÇÕES TÉCNICAS', DO ITEM 1, SUBITENS 2.6.1.8 E 2.6.1.9, DO LINK INTERURBANO IPEA BRASÍLIA E IPEA RIO,  ALTERAÇÃO DAS 'ESPECIFICAÇÕES TÉCNICAS', ITEM 2, SUBITENS 2.6.2.6 E 2.6.2.7, DA CONEXÃO IP À REDE INTERNET NO RIO DE JANEIRO, E ALTERAÇÃO DO ITEM 3, SUBITENS 2.6.3.10 E ITEM 2.6.3.11, DA CONEXÃO IP À REDE INTERNET EM BRASÍLIA, CONFORME DETALHAMENTO ESPECIFICADO NO OBJETO DO REFERIDO TERMO."
"42022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114615";"UNIDADE ESTADUAL DO IBGE EM ALAGOAS";"000092022";"27/10/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É ACRESCENTAR 25% (VINTE E CINCO POR CENTO) DO VALOR INICIAL DO ITEM III CONTRATADO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 34.000,00 (TRINTA E QUATRO MIL REAIS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993."
"52022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114622";"UNIDADE ESTADUAL DO IBGE EM SAO PAULO";"000012022";"21/11/2022";"Objetivo: ACRESCENTAR 11.5% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 563.362,80 (QUINHENTOS E SESSENTA E TRÊS MIL, TREZENTOS E SESSENTA E DOIS REAIS E OITENTA CENTAVOS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993, VISANDO O ACRÉSCIMO DE 273 LOCAÇÕES DE VEÍCULOS MODELO MANUAL."
"52022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114623";"UNIDADE ESTADUAL DO IBGE NO PARANA";"000012022";"22/11/2022";"Objetivo: ACRESCENTAR 18,05% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURADESTE   INSTRUMENTO,   EQUIVALENTE   A   R$   428.490,00   (QUATROCENTOS   E   VINTE   E   OITO   MIL,   QUATROCENTOS   ENOVENTA REAIS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993"
"152022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000012022";"25/05/2022";"Objetivo: SUPRIMIR 33,3333333333333% DO VALOR INICIAL ATUALIZADO DO ITEM Nº 32 DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 28.799,40 (VINTE E OITO MIL E SETECENTOS E NOVENTA E NOVE REAIS E QUARENTA CENTAVOS), NOS MOLDES DO ART. 65, INCISO II, ALÍNEA 'B', §§ 1º E 2º, DA LEI N.º 8.666/1993."
"152022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000022022";"25/05/2022";"Objetivo: SUPRIMIR 75% DO VALOR INICIAL ATUALIZADO DO ITEM Nº 188 DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 7.199,85 (SETE MIL E CENTO E NOVENTA E NOVE REAIS E OITENTA E CINCO CENTAVOS), NOS MOLDES DO ART. 65, INCISO II, ALÍNEA 'B', §§ 1º E 2º, DA LEI N.º 8.666/1993."
"152022";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000032022";"09/06/2022";"Objetivo: SUPRIMIR 100% DO VALOR INICIAL ATUALIZADO DO ITEM Nº 134 DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 2.399,95 (DOIS MIL E TREZENTOS E NOVENTA E NOVE REAIS E NOVENTA E CINCO CENTAVOS), NOS MOLDES DO ART. 65, INCISO II, ALÍNEA 'B', §§ 1º E 2º, DA LEI N.º 8.666/1993;"
