"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52904";"Fundo do Exército";"167495";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"0";"0";"Inválido";"Inválido";"1";"1,00"
"26443";"Empresa Brasileira de Serviços Hospitalares";"155018";"HOSPITAL UNIVERSITARIO GETULIO VARGAS";"0";"0";"Inválido";"Inválido";"12";"507265,02"
"44207";"Instituto Chico Mendes de Conservação da Biod";"443043";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"2017";"0";"Inválido";"Inválido";"1";"0,00"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"2017";"3440020700062201800001";"PUBLICACAO LIVRO / MATERIA - PERIODICA / OFICIAL";"CONTRATAÇÃO DE EMPRESA REFERENTE AOS SERVIÇOS DE DISTRIBUIÇÃO DE PUBLICIDADE L EGAL IMPRESSA E/OU ELETRÔNICA DE INTERESSES DA FUNDAÇÃO JOAQUIM NABUCO.";"12";"1666,66"
"52121";"Comando do Exército";"160495";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"2021";"1604950700012202000001";"POLISSONOGRAFIA";"POLISSONOGRAFIA";"1";"1,00"
"26443";"Empresa Brasileira de Serviços Hospitalares";"155014";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"10021";"1550140500009201900074";"GLICONATO DE CÁLCIO";"GLICONATO DE CÁLCIO, DOSAGEM 10%, APRESENTAÇÃO SOLUÇÃO INJETÁVEL";"3423";"3,60"
"26443";"Empresa Brasileira de Serviços Hospitalares";"155014";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"10021";"1550140500009201900073";"GLICEROL";"GLICEROL, DOSAGEM 12%, APRESENTAÇÃO CLISTER";"5147";"2,25"
"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240137";"CENTRO DE TECNOLOGIAS ESTRATEG. DO NORDESTE";"12011";"0";"Inválido";"Inválido";"1";"600000,00"
"52121";"Comando do Exército";"160517";"3ª COMPANHIA DE INFANTARIA MOTORIZADA";"12012";"1605170700061201200001";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO";"SERVIÇO DE TRATAMENTO DE ÁGUA E ESGOTO.";"400";"15,72"
"52121";"Comando do Exército";"160155";"COMANDO DE FRONTEIRA JAURU / 66º BI MTZ";"12012";"1601550600101201200001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"PRESTAÇÃO DE SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA.";"1";"280000,00"
"52111";"Comando da Aeronáutica";"120632";"BASE AEREA DE RECIFE";"12012";"0";"Inválido";"Inválido";"1";"40500,00"
"36000";"Ministério da Saúde - Unidades com vínculo di";"257036";"DISTRITO SANIT.ESP.INDIGENA MATO GROSSO SUL";"12013";"2570360600001201300001";"LOCACAO DE IMOVEL";"LOCAÇÃO DE IMÓVEL SITUADO NO ENDEREÇO RUA MARECHAL MALLET, 459, CENTRO NO MUNI CÍPIO DE AQUIDAUNA/MS, OBJETO DA MATRÍCULA Nº 6747, DO 1º SERVIÇO NOTARIAL E D E REGISTRO DE IMÓVEIS, PARA ABRIGAR AS INSTALAÇÕES DO POLO BASE DE AQUIDAUANA/ MS.";"12";"3375,49"
"52121";"Comando do Exército";"160159";"18 GRUPO DE ARTILHARIA DE CAMPANHA";"12013";"1601590600001201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"";"1";"408000,00"
"25205";"Fundação Instituto Brasileiro de Geografia e ";"114627";"UNIDADE ESTADUAL DO IBGE EM GOIAS";"12013";"1146270600007201300001";"LOCACAO DE IMOVEL";"LOCAÇÃO DE IMÓVEL PARA SEDIAR A AG/JARAGUÁ-GO, MAI A DEZ/2013.";"1";"889,48"
"52121";"Comando do Exército";"160160";"51 BATALHAO DE INFANTARIA DE SELVA";"12016";"1601600700002201600002";"FISIOTERAPIA / MASSOTERAPIA";"TRATAMENTO FISIOTERÁPICO EM GERAL.";"1";"75000,00"
"52121";"Comando do Exército";"160160";"51 BATALHAO DE INFANTARIA DE SELVA";"12016";"1601600700002201600001";"CONSULTA MEDICA - GINECOLOGIA / OBSTETRICIA";"CONSULTA MÉDICA NA RESPECTIVA ESPECIALIDADE.";"1";"200000,00"
"52131";"Comando da Marinha";"780000";"COMANDO DE OPERACOES NAVAIS";"12016";"0";"Inválido";"Inválido";"1";"24502,01"
"36000";"Ministério da Saúde - Unidades com vínculo di";"250023";"SUPERINTENDENCIA ESTADUAL DO MS/MT";"12016";"0";"Inválido";"Inválido";"12";"19664,84"
"52121";"Comando do Exército";"160360";"6 BATALHAO DE COMUNICACOES";"12016";"1603600700002201600001";"SERVICO ODONTOLOGICO";"PRESTAÇÃO DE SERVIÇO ODONTOLÓGICO NA ESPECIALIDADE DE ENDODONTIA.";"1";"50000,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"12016";"7512120500008201500001";"SERVICOS DE TELECOMUNICACOES";"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO SATELITAL DE TRANSMISSÃO DE I NFORMAÇÕES DE SEGURANÇA MARÍTIMA (ISM), PRODUZIDAS PELA DIRETORIA DE HIDROGRAF IA E NAVEGAÇÃO (DHN), NA MODALIDADE SAFETYNET DA INMARSAT (INTERNATIONAL MOBIL E SATELLITE ORGANIZATION), EM ÁREA DE RESPONSABILIDADE DO BRASIL, DENOMINADA N AVAREA/METAREA V, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS N ESTE INSTRUMENTO.";"1";"38800,00"
"52121";"Comando do Exército";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"12016";"1603380600001201600001";"MANUTENCAO MAQUINA AGRICOLA";"SERVIÇO DE MANUTENÇÃO DE ROÇADEIRA MARCA NAKASHI COM TROCA DE JOGO DE JUNTA, F ILTRO DE GASOLINA, RETENTORES, MANGUEIRA DE COMBUSTÍVEL, ROLAMENTOS, VELA, LÂM INA, COPO DE PROTEÇÃO, LIMPEZA QUÍMICA, REGULAGEM E LUBRIFICAÇÃO, CARBURADOR E  PORCA DA LÂMINA.";"12";"133,25"
"29208";"Companhia de Pesquisa de Recursos Minerais";"495710";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"12016";"0";"Inválido";"Inválido";"1";"100016,22"
"52131";"Comando da Marinha";"764100";"SERVICO DE IDENTIFICACAO DA MARINHA";"12017";"7641000700001201700001";"COMUNICACAO POR CORREIO";"SERVIÇO DE POSTAGEM DE CORRESPONDÊNCIAS.";"1";"2050,00"
"52121";"Comando do Exército";"160360";"6 BATALHAO DE COMUNICACOES";"12017";"1603600700001201700001";"FISIOTERAPIA / MASSOTERAPIA";"CREDENCIAMENTO DE ORGANIZAÇÃO CIVIL DE SAÚDE PARA PRESTAÇÃO DE SERVIÇO DE REAB ILITAÇÃO/FISIOTERAPIA.";"1";"300000,00"
"52121";"Comando do Exército";"160518";"BASE DE AVIACAO DE TAUBATE";"12017";"1605180707009201700001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"CONTRATAÇÃO DE SERVIÇOS MÉDICO-HOSPITALARES, CONFORME EDITAL DE CREDENCIAMENTO  Nº 01/2017 (OCS/PSA), PARA ATENDER AOS USUÁRIOS DOS SISTEMAS FUSEX, PASS E SA MMED DE TAUBATÉ.";"1";"450000,00"
"52131";"Comando da Marinha";"785810";"CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND";"12017";"0";"Inválido";"Inválido";"1";"3000000,00"
"52111";"Comando da Aeronáutica";"120013";"CENTRO DE LANCAMENTO DE ALCANTARA";"12017";"0";"Inválido";"Inválido";"1";"4896000,00"
"52121";"Comando do Exército";"160385";"3 BATALHAO DE COMUNICACOES";"12018";"1603850500001201800001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CESSÃO DE USO DE 2 (DUAS) SALAS LOCALIZADAS NO PAVILHÃO ADMINISTRATIVO DO 3º B ATALHÃO DE COMUNICAÇÕES, SITO À AVENIDA SERRARIA, Nº 2680, ESPIRITO SANTO, POR TO ALEGRE, RS, CEP: 91.770-530, PARA ATIVIDADES COMERCIAIS DE ALFAIATARIA, COM  A FINALIDADE DE ATENDER AO PÚBLICO INTERNO. AS SALAS POSSUEM AS DIMENSÕES DE 8,2M X 4,6M E 3M X 4,2M, OCUPANDO ÁREA TOTAL DE 50,32M² (CINQUENTA METROS QUAD RADOS E TRINTA E DOIS CENTÉSIMOS DE METROS QUADRADOS) COM PISO FRIO E PAREDES DE ALVENARIA.";"1";"1165,00"
"52121";"Comando do Exército";"160377";"8 ESQUADRAO DE CAVALARIA MECANIZADO";"12018";"1603770500001201700001";"ALICATE BICO";"ALICATE BICO CHATO, TAMANHO 6, (150 MM), ACABAMENTO FOSFATIZADO, TÊMPERA TOTAL , MANDÍBULAS LIXADAS, CABO ISOLADO 1000 V, MATERIAL AÇO CROMO VANÁDIO.";"1";"369,66"
"36000";"Ministério da Saúde - Unidades com vínculo di";"250023";"SUPERINTENDENCIA ESTADUAL DO MS/MT";"12018";"2500230500008201800001";"PACOTE DE SERVICOS SMP (VOZ, DADOS, SMS, ETC)";"CONTRATAÇÃO PARA PRESTAÇÃO DOS SERVIÇOS DE TELEFONIA FIXA COMUTADA   STFC, NAS  MODALIDADES: LOCAL E LONGA DISTÂNCIA NACIONAL, PARA ATENDER AS NECESSIDADES D O NÚCLEO ESTADUAL DO MINISTÉRIO DA SAÚDE EM MATO GROSSO, CONFORME AS ESPECIFIC AÇÕES E CONDIÇÕES CONSTANTES NESTE INSTRUMENTO E SEUS ANEXOS";"12";"575900,00"
"32396";"Agência Nacional de Mineração";"323117";"GERENCIA REGIONAL DA ANM - MS";"12018";"0";"Inválido";"Inválido";"1";"3177,17"
"32396";"Agência Nacional de Mineração";"323117";"GERENCIA REGIONAL DA ANM - MS";"12018";"0";"Inválido";"Inválido";"1";"4286,72"
