"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160204";"25º BATALHAO DE CACADORES";"1";"0";"Inválido";"Inválido";"1";"458,33"
"52121";"Comando do Exército";"160204";"25º BATALHAO DE CACADORES";"1000";"0";"Inválido";"Inválido";"1";"750,00"
"26422";"Instituto Federal Catarinense";"158461";"IF CATARINENSE - CAMPUS CONCORDIA";"2018";"0";"Inválido";"Inválido";"22";"2727,27"
"31280";"Caixa de Construções de Casas para o Pessoal ";"778000";"CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI";"2020";"7780000600005202000001";"ASSINATURA DE RAMAL TELEFONICO";"ASSINATURA DE RAMAL TELEFONICO";"1";"1591,63"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"18088";"2,80"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"0";"2,80"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"4500";"2,80"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"100000";"2,80"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"69336";"2,80"
"39252";"Departamento Nacional de Infraestrutura de Tr";"393020";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"2021";"0";"Inválido";"Inválido";"35251";"2,80"
"52131";"Comando da Marinha";"787900";"CENTRO DE INST.E ADESTRAMENTO DE BRASILIA";"10000";"0";"Inválido";"Inválido";"220";"1182,74"
"52131";"Comando da Marinha";"787900";"CENTRO DE INST.E ADESTRAMENTO DE BRASILIA";"10001";"0";"Inválido";"Inválido";"220";"1182,74"
"52121";"Comando do Exército";"160450";"14 REGIMENTO DE CAVALARIA MECANIZADO";"12012";"1604500600001201200001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA PARA O 14 R C MEC.";"60";"20000,00"
"52111";"Comando da Aeronáutica";"120633";"GRUPAMENTO DE APOIO DE SAO PAULO";"12014";"0";"Inválido";"Inválido";"1";"3917358,08"
"26257";"Centro Federal de Educação Tecnológica de Min";"153015";"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"12015";"0";"Inválido";"Inválido";"1";"1847,00"
"52121";"Comando do Exército";"160145";"17 BATALHAO DE FRONTEIRA";"12016";"0";"Inválido";"Inválido";"24";"1646,79"
"26257";"Centro Federal de Educação Tecnológica de Min";"153015";"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"12016";"0";"Inválido";"Inválido";"12";"1635,12"
"52131";"Comando da Marinha";"772100";"CENTRO DE INST. E ADEST. ALM. NEWTON BRAGA";"12017";"7721000500001201600001";"CURSO APERFEICOAMENTO / ESPECIALIZACAO PROFISSIONAL";"CURSO DE APERFEIÇOAMENTO DE INTENDÊNCIA PARA OFICIAIS (CAIO), CONSIDERANDO DUA S TURMAS";"1";"571033,71"
