"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"30802";"Departamento de Polícia Rodoviária Federal";"200141";"SUPERINTENDENCIA DA PRF NO DISTRITO FEDERAL";"2022";"0";"Inválido";"Inválido";"240";"12,86"
"30802";"Departamento de Polícia Rodoviária Federal";"200141";"SUPERINTENDENCIA DA PRF NO DISTRITO FEDERAL";"2022";"0";"Inválido";"Inválido";"1320";"13,40"
"26439";"Instituto Federal de São Paulo";"158349";"IFSP - CAMPUS CARAGUATATUBA";"12013";"0";"Inválido";"Inválido";"1";"18166,67"
"26298";"Fundo Nacional de Desenvolvimento da Educação";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"12017";"1531730700071201900001";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO";"";"1";"600000,00"
"52131";"Comando da Marinha";"784311";"CAPITANIA FLUVIAL DE SANTAREM";"12021";"7843110500004202100002";"FORNECIMENTO DE REFEICOES / LANCHES / SALGADOS / DOCES";"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES - A REFEIÇÃO PRONTA E A CONDICIONADA (QUENTINHAS) DEVERÁ SER EMBALADA EM MARMITEX DE ISOPOR COM TAMPA E DEVERÁ SER ACOMPANHADA COM TALHERES (GARFO E FACA) DE PLÁSTICO, DOIS GUARDAN APOS DE PAPEL MEDINDO 20 X 20 CM. O SUCO OU REFRIGERANTE, DE  BOA  QUALIDADE,  DEVEM  SER SERVIDOS EM GARRAFA PLÁSTICA, CAIXA, LATA  OU  COPO DE NO MÍNIMO 3 00 ML. A REFEIÇÃO DEVERÁ SER ACONDICIONADA EM EMBALAGEM QUE UTILIZE, REFERENCI ALMENTE, MATERIAL RECICLÁVEL, EM ATENDIMENTO AO DISPOSTO NO ART. 5º, DA IN SLI TI Nº 1/2010.";"1600";"18,00"
"52131";"Comando da Marinha";"784311";"CAPITANIA FLUVIAL DE SANTAREM";"12021";"7843110500004202100001";"FORNECIMENTO DE REFEICOES / LANCHES / SALGADOS / DOCES";"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES - O KIT LANCHE DEVERÁ C ONTER UM SALGADO GRANDE (COXINHA, PIZZA, BROTINHO, RISOLE, CACHORRO QUENTE), M ISTO QUENTE (COM 30 GRAMAS DE QUEIJO E 30 GRAMAS DE PRESUNTO, NO MÍNIMO) UM CO PO DE 300 ML DE SUCO OU UMA LATA DE REFRIGERANTE DE BOA QUALIDADE. O SALGADO O U SANDUÍCHE DEVERÁ CONTER EMBALAGEM INDIVIDUAL, HIGIÊNICA, ENVOLVIDO COM FORRO  PLÁSTICO FILME PVC; BOM ASPECTO VISUAL E CONSUMO; O KIT DEVERÁ CONTER AINDA, NO MÍNIMO, DOIS GUARDANAPOS DE PAPEL, MEDINDO 20X20 CM . O LANCHE DEVERÁ SER A CONDICIONADO EM EMBALAGEM QUE UTILIZE, PREFERENCIALMENTE, MATERIAL RECICLÁVEL,  EM ATENDIMENTO AO DISPOSTO NO ART. 5º, DA IN SLITI Nº 1/2010.";"17600";"9,60"
"52121";"Comando do Exército";"160157";"9 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12022";"1601570500011202100005";"BETUME";"BETUME, COMPOSIÇÃO MATERIAL BETUMINOSO, TIPO ASFALTO, APLICAÇÃO PAVIMENTAÇÃO, VISCOSIDADE CINEMÁTICA CM-30";"15";"6654,69"
"32396";"Agência Nacional de Mineração";"323123";"GERENCIA REGIONAL DA ANM - AL";"12022";"0";"Inválido";"Inválido";"12";"1200,00"
"20411";"Instituto do Patrimônio Histórico e Artístico";"343032";"SUPERINTENDENCIA DO IPHAN NA PARAIBA,IPHAN-PB";"12022";"3430320500001202200001";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO (ASSISTENTE OPERACIONAL ADMINIST RATIVO) PARA ATENDER A SUPERINTENDÊNCIA DO IPHAN NA PARAÍBA, EM JOÃO PESSOA/PB .";"4";"44474,28"
"20411";"Instituto do Patrimônio Histórico e Artístico";"343032";"SUPERINTENDENCIA DO IPHAN NA PARAIBA,IPHAN-PB";"12022";"3430320500001202200002";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO (ASSISTENTE OPERACIONAL ADMINIST RATIVO) PARA ATENDER O ESCRITÓRIO TÉCNICO DO IPHAN, EM AREIA/PB.";"1";"43899,60"
