"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"42021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110402";"ESCOLA SUPERIOR DE GUERRA";"000012022";"29/11/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRORROGAÇÃO DA VIGENCIA CONTRATUAL, CONFORME INCISO II DO ART.57 DA LEI 8.666/93"
"462019";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"000012020";"30/12/2022";"Objetivo: SUSPENSÃO UNILATERAL TEMPORÁRIA E EXCEPCIONAL DA VIGÊNCIA DO  CONTRATO Nº. 46/2019, EM DECORRÊNCIA DOS REFLEXOS ADVINDOS DAS MEDIDAS ADOTADAS PARA ENFRENTAMENTO DA COVID-19 EM ESPECIAL, A RESOLUÇÃO Nº 10/2020-CONSU, QUE SUSPENDEU AS ATIVIDADES PRESENCIAIS ACADÊMICAS E ADMINISTRATIVAS (COM EXCEÇÕES) VISANDO  IMPLEMENTAR O DISTANCIAMENTO SOCIAL E DIMINUIR A EXPOSIÇÃO DE TRABALHADORES E ESTUDANTES À CONTAMINAÇÃO."
"52018";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"000012022";"30/12/2022";"Objetivo: A) PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA CONCESSÃO POR MAIS 12 MESES. PERÍODO: 10.09.2019 A 09.09.2020. B) REAJUSTE DO VALOR DA CONCESSÃO DE ACORDO COM A VARIAÇÃO DO INPC OCORRIDA NOS ÚLTIMOS 12 MESES, ALTERANDO O VALOR MENSAL DE R$ 4.385,94 PARA R$ 4.520,03"
"52018";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"000022022";"30/12/2022";"Objetivo: SUSPENSÃO TEMPORÁRIA E EXCEPCIONAL DA VIGÊNCIA DA  CONCESSÃO ADMINISTRATATIVA 05/2018, EM DECORRÊNCIA DOS REFLEXOS ADVINDOS DAS MEDIDAS ADOTADAS PARA ENFRENTAMENTO DA COVID-19 EM ESPECIAL, A RESOLUÇÃO Nº 10/2020-CONSU, QUE SUSPENDEU AS ATIVIDADES PRESENCIAIS ACADÊMICAS E ADMINISTRATIVAS (COM EXCEÇÕES) VISANDO  IMPLEMENTAR O DISTANCIAMENTO SOCIAL E DIMINUIR A EXPOSIÇÃO DE TRABALHADORES E ESTUDANTES À CONTAMINAÇÃO."
"712021";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"000012022";"23/11/2022";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO ATÉ 31/12/2023, BEM COMO ATUALIZAR O REGISTRO SIEX, CONFORME DOCUMENTO SEI Nº 4015378"
"102021";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155901";"HOSPITAL ESCOLA DA UFPEL";"000012022";"27/09/2022";"Objetivo: O PRESENTE 1º TERMO ADITIVO TEM COMO OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO 10/2021 (17920336) POR MAIS 12(DOZE) MESES COM INÍCIO NA DATA DE 02/12/2022 (DOIS DE DE DEZEMBRO DE DOIS MIL E VINTE E DOIS) E ENCERRAMENTO EM1º/12/2023 (PRIMEIRO DE DEZEMBRO DE DOIS MIL E VINTE E TRÊS), COM FUNDAMENTO NOS ARTIGOS 90, CAPUT, 92, INCISO I, §§ 1º E 2º, E 93, CAPUT E § 1º, TODOS DO RLCE 1.1."
"212019";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200233";"SUPERINTENDENCIA DA PRF NO AMAPA";"000012020";"07/01/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRIMEIRA PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO ADMINISTRATIVO N° 21/2019-SPRF/AP."
"212019";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200233";"SUPERINTENDENCIA DA PRF NO AMAPA";"000032022";"30/11/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A TERCEIRA PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO ADMINISTRATIVO N° 21/2019-SPRF/AP."
"212019";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200233";"SUPERINTENDENCIA DA PRF NO AMAPA";"000132021";"03/01/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A SEGUNDA PRORROGAÇÃO DA VIGÊNCIA DO VALOR DO CONTRATO ADMINISTRATIVO N° 21/2019-SPRF/AP, OU ATÉ QUE A SPRF-AP REALIZE NOVO PROCESSO LICITATÓRIO QUE CONTEMPLE O MESMO OBJETO."
"192021";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"781312";"CAPITANIA FLUVIAL DE MINAS GERAIS";"000192021";"30/09/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 81312/2021-19/00, POR12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 01/10/2022 A01/10/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
