"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"42021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"28/01/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA, BEM COMO A ALTERAÇÃO DA TABELA CONSTANTE NA CLÁUSULA TERCEIRA - PREÇO DO CONTRATO ORIGINAL"
"42021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"26/09/2022";"Objetivo: REEQUILÍBRIO ECONÔMICO-FINANCEIRO DOS PREÇOS CONTRATADOS"
"62021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012021";"28/06/2021";"Objetivo: ALTERAÇÃO DE CLÁUSULA"
"62021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"28/01/2022";"Objetivo: ACRÉSCIMO DE MATERIAIS"
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012021";"23/12/2021";"Objetivo: ACRESCER O VALOR DO CONTRATO INICIAL EM 17,47%, REFERENTE AO ACRÉSCIMO DE SERVIÇOS E PEÇAS."
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000022021";"17/01/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL POR 12 MESES."
"12021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"14/03/2022";"Objetivo: - PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 01/2021, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 11/03/2022 A 10/03/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993- ADEQUAR O CONTRATO ÀS ALTERAÇÕES TRAZIDAS PELA INSTRUÇÃO NORMATIVA SEGES/ME Nº 53, DE 8 DE JULHO DE 2020."
"22021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"20/05/2021";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO, REFERENTE AO SERVIÇO DE LIMPEZA NA PSF RIBEIRÃO PRETO, POR MAIS 12(DOZE) MESES, RESSALVADO O DIREITO À REPACTUAÇÃO 2021."
"22021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"25/05/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 02/2021, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 05/06/2022 A 04/06/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"42021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000012022";"01/02/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR A VIGÊNCIA DO CONTRATO ORIGINAL POR UM PERÍODO DE 12 (DOZE) MESES, COM FULCRO, RESPECTIVAMENTE, NOS PRECEITOS DAS CLÁUSULAS MODIFICADAS E NO ART. 57, INCISO II, DA LEI Nº 8.666/93"
